"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","location_or_most_recent_sale_notes","collection_type","realdate","medium","medium_notes","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","original_image_file","image_source_title","image_source_url"
18379,"The Bird Concert (Christie's, London, 1998)","Painting","Religious","Senses|Birds|Parrot|Allegory",,13,17.8,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale London (Christie's), 1998-04-24, nr. 1.",,,,,,,,"img/derivatives/simple/18379/thumbnail.jpg","img/derivatives/simple/18379/fullwidth.jpg","janbrueghel","brueghel_item",,"PAR_The_Creation_of_Eve_Drouot_Paris_0.jpg",,
18330,"The Creation of Eve (Drouot, Paris)","Painting","Religious","Birds|Dog|Lion|Parrot|Nude|Old Testament|Paradise",,51.5,84,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Pacully, Paris, 4.5.1903, nr. 20;   Sale, E. Pacully, Paris (Drouot), 5 July 1938, with illustration.",,,,,,,,"img/derivatives/simple/18330/thumbnail.jpg","img/derivatives/simple/18330/fullwidth.jpg","janbrueghel","brueghel_item",,"PAR_The_Creation_of_Eve_Drouot_Paris.jpg",,
18332,"The Creation of Eve (Konstanz)","Painting","Religious","Deer|Lion|Parrot|Nude|Old Testament|Paradise",,85,115,,"Unavailable","Private Collection/Art Market",,"Konstanz, Germany, Gallery of Julius Mulisch (?)","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"ksth. Bodan (Julius Mulisch), Konstanz, 1968.",,,,,,,,"img/derivatives/simple/18332/thumbnail.jpg","img/derivatives/simple/18332/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_The_Creation_of_Eve_Konstanz.png",,
18334,"The Creation of Eve (Madrid)","Painting","Religious","Birds|Deer|Horse|Parrot|Nude|Old Testament|Paradise",,,,,"Unavailable","Private Collection/Art Market",,"Madrid","Private",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18334/thumbnail.jpg","img/derivatives/simple/18334/fullwidth.jpg","janbrueghel","brueghel_item",,"PAR_The_Creation_of_Eve_Madrid.jpg",,
18333,"The Creation of Eve (Paris)","Painting","Religious","Birds|Dog|Horse|Lion|Parrot|Nude|Old Testament|Paradise",,49,78,,"Unavailable","Private Collection/Art Market",,"Paris, Gallery of J. O. Leegenhoek","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Ksth. J.O. Leegenhoek, Paris, 1964, as J. Bouttats.",,,,,,,,"img/derivatives/simple/18333/thumbnail.jpg","img/derivatives/simple/18333/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_The_Creation_of_Eve_Paris.png",,
18400,"The Death of Orpheus","Painting","Religious","Deer|Dog|Lion|Sheep",,45,63,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18400/thumbnail.jpg","img/derivatives/simple/18400/fullwidth.jpg","janbrueghel","brueghel_item",,"PAR_The_Death_of_Orpheus.jpg",,
18335,"The Earthly Paradise (Brussels)","Painting","Religious","Birds|Dog|Horse|Lion|Parrot",,50,82,,"Unavailable","Private Collection/Art Market",,"Brussels, Collection of Gaston Duliere","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Brussels (P.B.A), 19-10-1960, nr. 312, illustrated. pl. I.; Collection of Gaston Duliere, Brussels, 1960.",,,,,,,,"img/derivatives/simple/18335/thumbnail.jpg","img/derivatives/simple/18335/fullwidth.jpg","janbrueghel","brueghel_item",,"PAR_The_Earthly_Paradise_Brussels.jpg",,
18393,"The Earthly Paradise (Tajan, Paris, 1998)","Painting","Religious","Birds|Cattle|Dog|Horse|Lion|Parrot|Old Testament|Paradise",,36.5,50.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Copper",,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Paris/E. Tajan, 25 June 1998.",,,,,,,,"img/derivatives/simple/18393/thumbnail.jpg","img/derivatives/simple/18393/fullwidth.jpg","janbrueghel","brueghel_item",,"PAR_The_Earthly_Paradise_Tajan_Paris_1998.jpg",,
18344,"The Expulsion of Adam and Eve from Paradise (Munich)","Painting","Religious","Deer|Dog|Horse|Nude|Old Testament|Paradise",,69,59,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Munich, 13-11-1934.",,,,,,,,"img/derivatives/simple/18344/thumbnail.jpg","img/derivatives/simple/18344/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_The_Expulsion_of_Adam_and_Eve_from_Paradise_Munich.png",,
18337,"The Fall of Man (Berlin)","Painting","Religious","Birds|Cattle|Horse|Lion|Monkey|Parrot|Nude|Old Testament|Paradise",,,,,"Unavailable","Private Collection/Art Market",,"Berlin","Private",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Berlin, 8 April 1924",,,,,,,,"img/derivatives/simple/18337/thumbnail.jpg","img/derivatives/simple/18337/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_The_Fall_of_Man_Berlin.png",,
18338,"The Fall of Man (Brussels)","Painting","Religious","Birds|Cattle|Deer|Horse|Lion|Monkey|Parrot|Nude|Old Testament|Paradise",,,,,"Unavailable","Private Collection/Art Market",,"Brussels","Private",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,"Sale, Brussels, 10-11-1920.",,,,,,,,"img/derivatives/simple/18338/thumbnail.jpg","img/derivatives/simple/18338/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_The_Fall_of_Man_Brussels.png",,
18540,"Visit to the Farmers (Amsterdam, de Boer)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,36,56,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private","ca. 1625","Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,"Friedlander 1930, no. 62. pl XXXVII |Marlier, 1969, p. 260, nos. 10 & 11",,,,,,,,,,,,,,,,"img/derivatives/simple/18540/thumbnail.jpg","img/derivatives/simple/18540/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Amsterdam_de_Boer.png",,
18532,"Visit to the Farmers (Bergues)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,,,,"France","Bergues","Museum of the Mont-de-Piété","cat. 1923, no. 22","Public",,"Oil",,,,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18532/thumbnail.jpg","img/derivatives/simple/18532/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Bergues.png",,
18539,"Visit to the Farmers (Brussels, Finch)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,40,57,,,,,,"Unknown/Not Applicable","ca. 1620","Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18539/thumbnail.jpg","img/derivatives/simple/18539/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Brussels_Finch.png",,
18533,"Visit to the Farmers (Brussels, Goidsenhoven)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,43,60,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Vlg. J von Goidsenhoven, Brussels 17-12-1930.",,,,,,,,"img/derivatives/simple/18533/thumbnail.jpg","img/derivatives/simple/18533/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Brussels_Goidsenhoven.png",,
18537,"Visit to the Farmers (Copenhagen)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,50,65,,"Unavailable","Private Collection/Art Market",,"Copenhagen, Mrs. Ingeberg Heest","Private",,"Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Verz. Mrs. Frigeborg Haest, Copenhagen,",,,,,,,,"img/derivatives/simple/18537/thumbnail.jpg","img/derivatives/simple/18537/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Copenhagen.png",,
18542,"Visit to the Farmers (London, Christie's, 1995)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,41,57.2,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Marcq Collection, Brussels, 1969. |Vlg. London (Christie), 7-July 1995.",,,,,,,,"img/derivatives/simple/18542/thumbnail.jpg","img/derivatives/simple/18542/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_London_Christies_1995.png",,
18535,"Visit to the Farmers (London, Old Masters Galleries)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,51.4,66.6,,"Unavailable","Private Collection/Art Market",,"London, Old Master Galleries","Private","ca. 1609","Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18535/thumbnail.jpg","img/derivatives/simple/18535/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_London_Old_Masters_Galleries.png",,
18538,"Visit to the Farmers (Monaco, Sotheby's)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,36.5,55,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Sotheby's, Monaco June 1909",,,,,,,,"img/derivatives/simple/18538/thumbnail.jpg","img/derivatives/simple/18538/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Monaco_Sothebys.png",,
18531,"Visit to the Farmers (New York, Sotheby's)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,44.5,57.2,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,"P. BREVGHEL","lower left",,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"veiling New York (Sotheby's), 1995-01-12, nr. 30.; Ksth. Dr, F. Drey, London,voor 1946.",,,,,,,,"img/derivatives/simple/18531/thumbnail.jpg","img/derivatives/simple/18531/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_New_York_Sothebys.png",,
18534,"Visit to the Farmers (Paris, Drouot)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,51,65,,,,,,"Unknown/Not Applicable","ca. 1608","Oil",,,,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Vlg. Paris (Drouot) 19-11-1931, nr. 54, met afb.",,,,,,,,"img/derivatives/simple/18534/thumbnail.jpg","img/derivatives/simple/18534/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Paris_Drouot.png",,
18530,"Visit to the Farmers (Paris, Fondation Custodia)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,28.5,42.7,,"France","Paris","Fondation Custodia (Collection Frits Lugt)",4312,"Public",,"Oil",,"Panel",,,,,,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Verz. F. Lugt, Paris, I, 431.2",,,,,,,,"img/derivatives/simple/18530/thumbnail.jpg","img/derivatives/simple/18530/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Paris_Fondation_Custodia.png",,
18541,"Visit to the Farmers (Vienna, Baschstitz)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,42,58.5,,"Unavailable","Private Collection/Art Market",,"Vienna, Stefan von Auspitz with W. Baschstitz, cat. 1934, inv. no. V/878.","Private",,"Oil",,"Panel",,,,"stamped with the coat-of-arms of the City of Antwerp",,,,,,,,"Visit to the Farmers Series",,,,,,,,,,,,,,"Otto von Krones, Graz.  Dr. A. Figdor, Vienna: sale. Cassirer, Berlin, 29 September 1930, lot. 62 (5000DM).  Stefan von Auspitz, Vienna with W. Bachstitz, The Hague, 1934,  inv. no. V/878.",,,,,,,,"img/derivatives/simple/18541/thumbnail.jpg","img/derivatives/simple/18541/fullwidth.jpg","janbrueghel","brueghel_item",,"Par_Visit_to_the_Farmers_Vienna_Baschstitz.png",,
18601,"Landscape of Paradise with the Creation of Eve","Painting","Religious","Birds|Horse|Lion|Nude|Old Testament|Paradise",,28.8,36.7,,"Germany","Frankfurt",,"Inv. #1097","Private",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18601/thumbnail.jpg","img/derivatives/simple/18601/fullwidth.jpg","janbrueghel","brueghel_item",,"Paradise_Landscape_with_Creation_of_Eve_Frankfurt.jpg",,
18424,"Peasant dance, feast (Aachen)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,54,74,,"Germany","Aachen","Suermondt-Ludwig-Museum",,"Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Exhibition. Part. bezit Aken, Suermondt-Museum Aken 1955; cat. no. 18.",,,,,,,,"img/derivatives/simple/18424/thumbnail.jpg","img/derivatives/simple/18424/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_feast_aachen.jpg",,
18425,"Peasant dance, feast (Antwerp)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,,,,"Unavailable","Private Collection/Art Market",,"Antwerp, Collection of S. Hartvelt, no. 2660","Private",,"Oil",,,,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Collection. S. Hartvelt, Antwerpen, (exp. no.?) no. 2660.",,,,,,,,"img/derivatives/simple/18425/thumbnail.jpg","img/derivatives/simple/18425/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_feast_antwerp.jpg",,
18423,"Peasant dance, Feast (Hepke, Berlin, 1907)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,51,64,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Sale, Dr. Raehamm, e.a. Berlin (Hepke), 10-12-1907.",,,,,,,,"img/derivatives/simple/18423/thumbnail.jpg","img/derivatives/simple/18423/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_feast_berlin_1907.jpg",,
18445,"The Village Wedding Dance (Brussels)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Village|Peasants|Musical instruments",,75,105,,"Unavailable","Private Collection/Art Market",,"Brussels, Gallery of Robert Flinck","Private",,"Oil",,"Panel",,"""P. Brevghel""","lower right",,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Galerie Robert Finck, Brussels.  ""Pictura Maastricht 1979""",,,,,,,,"img/derivatives/simple/18445/thumbnail.jpg","img/derivatives/simple/18445/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_village_wedding_brussels.jpg",,
18442,"Peasants Dancing at a Village Wedding (Christie's, London, 1996)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Village|Peasants|Musical instruments",,75,104,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II (??)",,,,,,,,,"with Galerie Stern, Dusseldorf, 1934, no. 14; with Galerie Schweidwimmer, Munich, 1957.  Vittorio Duca, Milan.  Anon. Sale, Christie's, 10. December 1982, lot 80, as Pieter Breughel II.Sale. London (Christie), 13 December 1996.",,,,,,,,"img/derivatives/simple/18442/thumbnail.jpg","img/derivatives/simple/18442/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_village_wedding_london_christies_1996.jpg",,
18420,"Peasant Dance, Wedding (Basel)","Painting","Urban, Common and Peasant Life","Dancing|Horse|Village|Peasants|Wagon",,100,130,,"Unavailable","Private Collection/Art Market",,"Basel, Switzerland, Gallery of Art Dealer M. Schulthess","Private",,"Oil",,,,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Gallery of Art Dealer M. Schulthess, Bazel (1937).",,,,,,,,"img/derivatives/simple/18420/thumbnail.jpg","img/derivatives/simple/18420/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_basel.jpg",,
18419,"Peasant dance, Wedding (Bern)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,77,105,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Collection, H. Ridder de Stuers.  Sale, Lucerne, 25-29 May 1943 no. 1846.  Gallery of Art Dealer F. Scheeberger, Bern, 1943.",,,,,,,,"img/derivatives/simple/18419/thumbnail.jpg","img/derivatives/simple/18419/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_bern.jpg",,
18421,"Peasant Dance, Wedding (Dunkirk)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,23,35,,"Unavailable","Private Collection/Art Market",,"Dunkirk, France","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Dunkirk, 35.",,,,,,,,"img/derivatives/simple/18421/thumbnail.jpg","img/derivatives/simple/18421/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_dunkirk.jpg",,
18422,"Peasant dance, wedding feast (Berlin)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,148,194,,"Germany","Berlin","Gemäldegalerie, Staatliche Museen zu Berlin",,"Public",,"Oil",,"Canvas",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Berlin, Staatl.Museen, cat. K.F.Museum, 1931, depot, blz. 606, nr. 11 204.",,,,,,,,"img/derivatives/simple/18422/thumbnail.jpg","img/derivatives/simple/18422/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_feast_berlin.jpg",,
18417,"Peasant Dance, wedding (Landschut)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,39,51,,"Unavailable","Private Collection/Art Market",,"Landshut, Germany, Filialgalerie","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II","Gluck, 1951, no. 56.",,,,,,,,"Bayeriche Staatsgemaldesammlungen, inv. nr. 822.  Munich, Alte Pinakothek; cat. 1922, nr. 822 (matenopgegeven 41 x 56 cm.  Landshut, Filialgalerie, sinds na 1945.",,,,,,,,"img/derivatives/simple/18417/thumbnail.jpg","img/derivatives/simple/18417/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_landschut.jpg",,
18405,"Peasant Dance, Wedding (Phillip's, London, 1994)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,56,44,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,"""P. Brueghel 1624""",,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Hommel Collection, Zurich.  Sale, Dr. Adolf Hommer, Zurich.19-8-1909. Sale London (Ph), 5-7-1994, nr. 70 with illustration in color.",,,,,,,,"img/derivatives/simple/18405/thumbnail.jpg","img/derivatives/simple/18405/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_london_philips_1994.jpg",,
18413,"Peasant Dance, wedding (Nimes)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,54,87,,"France","Nîmes","Musée des Beaux-Arts de Nîmes","inv. no. 1285","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II","Currer and Allart 384?",,,,,,,,"Nimes, Musee des Beax Arts, inv. nr. 1286, als togeschreven aan Pieter Breughel II.",,,,,,,,"img/derivatives/simple/18413/thumbnail.jpg","img/derivatives/simple/18413/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_nimes.jpg",,
18406,"Peasant Dance, Wedding (New York)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,,,,"Unavailable","Private Collection/Art Market",,"New York, Schaeffer Galleries","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Ksth. Schaeffer Galleries, New York.",,,,,,,,"img/derivatives/simple/18406/thumbnail.jpg","img/derivatives/simple/18406/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_dance_wedding_ny.jpg",,
18416,"Peasant Dance, Wedding (Toronto)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,36,45,,"Canada","Toronto","Art Gallery of Ontario","cat. 1946, inv. no. 2557","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Gallery A. Bammann, Dusseldorf. Collection, W. Redelmeijer.  Toronto, Art Gallery of Toronto (1946); cat. gsg, inv. no. 2557.",,,,,,,,"img/derivatives/simple/18416/thumbnail.jpg","img/derivatives/simple/18416/fullwidth.jpg","janbrueghel","brueghel_item",,"Peasant_Dance_Wedding_Toronto_0.jpg",,
18410,"Peasants Dancing at a Wedding (Philadelphia)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,37.8,53.7,,"United States","Philadelphia, PA","Philadelphia Museum of Art","John G. Johnson Collection, inv. no. cat. 421","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II","Refer to Image RKD295.0c",,,,,,,,"Early Provenance ""Completely Unknown.""  Philadelphia, John G. Johnson Collection Philaadelphia Museum of Art, inv. no. cat. 421.",,,,,,,,"img/derivatives/simple/18410/thumbnail.jpg","img/derivatives/simple/18410/fullwidth.jpg","janbrueghel","brueghel_item",,"Peasant_Dancing_at_Wedding_Philadelphia.jpg",,
18411,"Peasant Wedding and Dance (Sotheby's, London, 1995)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,40.6,56.7,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private","ca. 1623","Oil",,"Panel",,"""P. BREUGHEL.1623""","bottom left",,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, London (Sotheby's), 1995/12/06, no. 7.",,,,,,,,"img/derivatives/simple/18411/thumbnail.jpg","img/derivatives/simple/18411/fullwidth.jpg","janbrueghel","brueghel_item",,"Peasant_Wedding_and_Dance_Sothebys_London_1995.jpg",,
18432,"Wedding Celebration in a Barn (Belgium)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,75,106,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,"""P. Breugl""",,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Exhibition, Gallery Stern, Dusseldorf, 1934, no. 14.  Exhibition, Gallery Jacob Scheidwimmer, Munich, 1957.  Collection, Vittorio Duca, Milan (in 1962 door Dr. H. Gerson gezien). Private Collection, Belgium.  (Possibly De Jonkheere/TEFAF 1999).",,,,,,,,"img/derivatives/simple/18432/thumbnail.jpg","img/derivatives/simple/18432/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_belgium.jpg",,
18435,"Wedding Celebration in a Barn (Brussels, 1950)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,59,80,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, Brussel (Gal. Nackers), 18-12-1950.",,,,,,,,"img/derivatives/simple/18435/thumbnail.jpg","img/derivatives/simple/18435/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_brussels_1950.jpg",,
18446,"Wedding Celebration in a Barn, Image one (Giroux)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,40,49,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Georges Giroux 12-3-1927; ""Origination from archive of ksth. D. A. Hoogendijk, Amsterdam, 1979"".",,,,,,,,"img/derivatives/simple/18446/thumbnail.jpg","img/derivatives/simple/18446/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_giroux_one.jpg",,
18448,"Wedding Celebration in a Barn, Image three (Giroux)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,26,16,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Georges Giroux 12-3-1927; ""Origination from archive of ksth. D. A. Hoogendijk, Amsterdam, 1979"".",,,,,,,,"img/derivatives/simple/18448/thumbnail.jpg","img/derivatives/simple/18448/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_giroux_three.jpg",,
18447,"Wedding Celebration in a Barn, Image two (Giroux)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,39,32,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Georges Giroux 12-3-1927; ""Origination from archive of ksth. D. A. Hoogendijk, Amsterdam, 1979"".",,,,,,,,"img/derivatives/simple/18447/thumbnail.jpg","img/derivatives/simple/18447/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_giroux_two.jpg",,
18428,"Wedding Celebration in a Barn (Hermsen Collection)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,78,104,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Dorus Hermsen Collection, 1923.",,,,,,,,"img/derivatives/simple/18428/thumbnail.jpg","img/derivatives/simple/18428/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_hermsen.jpg",,
