"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"4937","3809","Diana and Actaeon","janbrueghel","1995","Paris","Galerie Moatti","provenance",
"4938","3809","Diana and Actaeon","janbrueghel","1995 to 2003","Los Angeles, CA","LACMA, on loan","provenance",
"4939","3809","Diana and Actaeon","janbrueghel","Jan 22 2004","New York, NY","Sale, Sotheby's, Lot #29 (as ""Jan Brueghel the Elder and Hendrick van Balen"")","provenance",
"4940","3809","Diana and Actaeon","janbrueghel","2007","London","Johnny van Haeften Ltd.","provenance",
"4941","3809","Diana and Actaeon","janbrueghel","2013",,"Private Collection","provenance",
"4958","3810","Diana and Callisto","janbrueghel","Before 1956",,"European Private Collection","provenance",
"4959","3810","Diana and Callisto","janbrueghel","Feb 22 1956",,"Sale, Sotheby's, Lot #134 (as ""Rottenheimer"")","provenance",
"4960","3810","Diana and Callisto","janbrueghel",,"Munich","Julius Böhler, inv. #19","provenance",
"4961","3810","Diana and Callisto","janbrueghel","1963","Lugano","Martin Schönemann Collection","provenance",
"4962","3810","Diana and Callisto","janbrueghel","1965","Brussels","Robert Finck Gallery, inv. #34","provenance",
"4963","3810","Diana and Callisto","janbrueghel","Mar 29 1974","London","Sale, Christie's, Lot #4","provenance",
"4964","3810","Diana and Callisto","janbrueghel","Dec 13 1978","London","Sale, Sotheby's, London, Lot #208","provenance",
"4965","3810","Diana and Callisto","janbrueghel","Nov 1979","Vienna","Sale, Dorotheum, Lot #112 (as ""Rottenheimer"")","provenance",
"4966","3810","Diana and Callisto","janbrueghel","Dec 12 1980","London","Sale, Christie's, London, Lot #123","provenance",
"4967","3810","Diana and Callisto","janbrueghel","1981","New York, NY","Noortman and Brodi","provenance",
"4968","3810","Diana and Callisto","janbrueghel","1982","Austin, TX","University of Texas, Jack S. Blanton Museum of Art","provenance",
"4971","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1751","Munich","Maximilian Joseph III, Elector Bavaria, Nymphenburg, by 1751, inv. #156","provenance",
"4972","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1799","Munich","Carl Theodor, Elector of the Palatinate, Munich Residence, inv. #389","provenance",
"4973","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1923","Germany","Sale to Galerie de Boer","provenance",
"4974","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel",,,"Crown Prince Ruprecht, son of King Ludwig III","provenance",
"4975","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1930 to 1954","Munich","Loaned by him to the Alte Pinakothek, inv. #849; deaccessioned in 1954","provenance",
"4976","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1954","Amsterdam","Sale to Galerie de Boer","provenance",
"4977","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","Until 1977","San Simeon, CA","Hearst Collection","provenance",
"4978","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1978","Solingen","Gallery Kurt Mullenmeister","provenance",
"4979","3811","Diana and Her Nymphs Fishing (Allegory of Air, Water & Earth)","janbrueghel","1997","New York, NY","Sale, Christie's, New York, Jan 31, 1997, inv. #14 (as ""Jan Brueghel and Hendrick van Balen"")","provenance",
"4980","3812","Diana and Nymphs Resting from the Hunt","janbrueghel",,,"Destined by Infanta Isabela for Tervueren Castle but never went there","provenance",
"4981","3812","Diana and Nymphs Resting from the Hunt","janbrueghel","1640","Antwerp","Rubens Estate, inv. #269 (as ""Une Diane allant à la chasse ou les figures sont de Monsr Rubens et les bestes et le paysage de Breugel"")","provenance",
"4982","3812","Diana and Nymphs Resting from the Hunt","janbrueghel","1677",,"Mentioned in Roger de Piles ""Conversations"" as ""being in Richelieu Collection""","provenance",
"5006","3813","Fantastic Cave with Odysseus and Calypso","janbrueghel","1926","Paris","Collection of  Adolphe Schloss (as 'Jan Brueghel the Younger')","provenance",
"5007","3813","Fantastic Cave with Odysseus and Calypso","janbrueghel","Dec 5 1951","Paris","Charpentier, inv. #10 (as ""Hendrick de Clerck and Cornelis van Dalem"")","provenance",
"5008","3813","Fantastic Cave with Odysseus and Calypso","janbrueghel",,"France","Private Colelction","provenance",
"5009","3813","Fantastic Cave with Odysseus and Calypso","janbrueghel","1983","London","Harari & Johns Gallery","provenance",
"5010","3813","Fantastic Cave with Odysseus and Calypso","janbrueghel","1993","London","Johnny van Haeften Ltd.","provenance",
"5030","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","janbrueghel","16th century to 17th century","Prague","Rudolf II von Habsburg","provenance",
"5031","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","janbrueghel","Until 1776","Paris","Marquis d'Arcambal","provenance",
"5032","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","janbrueghel","Feb 22 1776","Paris","Sale of Marquis d'Arcambal to Fournel, Lot #14 (on copper, ""hauteur douze pouces, largeur dix-sept pouces"")","provenance",
"5033","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","janbrueghel","1793","Paris","Renaud-César-Louis de Choiseul, duc de Praslin","provenance",
"5034","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","janbrueghel","Feb 18 1793","Paris","Sale of Renaud-César-Louis, Lot #72 (on copper, ""hauteur onze pouces, largeur quatorze pouces"" approx. 30 x 38 cm.)","provenance",
"5035","3814","Feast of the Gods with Marriage of Bacchus and Ariadne","janbrueghel","19th century to 20th century","France","Maurice Abram de Zincourt and by descent into the present owners","provenance",
"5042","3815","Fire: The Forge of Vulcan","janbrueghel","Before 1931","London","Collection of E. M. Marr","provenance",
"5043","3815","Fire: The Forge of Vulcan","janbrueghel","Apr 24 1931","London","Sale, Christie's, Lot #155","provenance",
"5044","3815","Fire: The Forge of Vulcan","janbrueghel","Apr 11 1986","London","Sale, Christie's, Lot #68 (for 40,000 pounds)","provenance",
"5045","3815","Fire: The Forge of Vulcan","janbrueghel","Apr 4 1987","Monaco","Sale, Christie's, Lot #12","provenance",
"5046","3815","Fire: The Forge of Vulcan","janbrueghel","Dec 9 1988","London","Sale, Christie's, Lot #66","provenance",
"5047","3815","Fire: The Forge of Vulcan","janbrueghel","Before 1990","Düsseldorf","Gallery Lingenauber, inv. #15","provenance",
"7141","3816","Flooded Forest Landscape","janbrueghel","Before 1786","Paris","Claude Guillaume Debesse","provenance",
"7142","3816","Flooded Forest Landscape","janbrueghel","Jan 12 1786","Paris","Sale from Debesse to Boileau","provenance",
"7143","3816","Flooded Forest Landscape","janbrueghel","Before 1832",,"Purchased by P. Collin","provenance",
"7144","3816","Flooded Forest Landscape","janbrueghel","19th century to 20th century","Amsterdam","Nicolaas Beets (dealer)","provenance",
"7145","3816","Flooded Forest Landscape","janbrueghel","1929","Haarlem","Franz W. Koenigs","provenance",
"7146","3816","Flooded Forest Landscape","janbrueghel","1935 to 1940","Rotterdam","On loan to Museum Boijmans Van Beuningen ","provenance",
"7147","3816","Flooded Forest Landscape","janbrueghel",,"Rotterdam","Purchased with the Koenigs collection by D.G. van Benuningen","provenance",
"7148","3816","Flooded Forest Landscape","janbrueghel","1940","Rotterdam","On loan to Museum Boijmans Van Beuningen ","provenance",
"5077","3817","Flora and Zephyr","janbrueghel","1632","The Hague","Collection of Frederik Hendrik and his wife Amalia van Solms","provenance",
"5078","3817","Flora and Zephyr","janbrueghel",,"Germany","Collection of their daughter, Albertine Agnes of Orange-Nassau","provenance",
"5079","3817","Flora and Zephyr","janbrueghel",,"Germany","Collection of her sister, Henriette Catharina of Anhalt-Dietz","provenance",
"5080","3817","Flora and Zephyr","janbrueghel",,"Germany","Collection of her daughter, Marie Eleonore, Duchess of Razivill","provenance",
"5081","3817","Flora and Zephyr","janbrueghel","1756","Germany","Purhcased by her niece, Anna Wilhelmine of Anhalt-Dietz","provenance",
"5082","3817","Flora and Zephyr","janbrueghel","1768","Dessau","Schloss Mosigkau","provenance",
"5119","3818","Flowers in Earthenware Vase (Private Collection)","janbrueghel","Before 1918","Margam","Collection of Miss Emily Charlotte Mansel Talbot","provenance",
"5120","3818","Flowers in Earthenware Vase (Private Collection)","janbrueghel",,,"By inheritance via her niece","provenance",
"5121","3818","Flowers in Earthenware Vase (Private Collection)","janbrueghel","1989","London","Sale, Sotheby's, Decemer 6, 1989, Lot #20 (as ""Jan Brueghel the Younger"")","provenance",
"5122","3818","Flowers in Earthenware Vase (Private Collection)","janbrueghel","Jul 3 2013","London","Sale, Sotheby's, Lot #24 (for 722,500 pounds as ""Jan Brueghel the Elder"")","provenance",
"5128","3819","Flowers in a Blue Painted Vase","janbrueghel","ca. 1860 to ca. 1918","Turin","Gattino Collection, Palazzo Valperga Galleani","provenance",
"5129","3819","Flowers in a Blue Painted Vase","janbrueghel",,,"Acquired by P. Accorsi","provenance",
"5130","3819","Flowers in a Blue Painted Vase","janbrueghel","1918 to 1950","Turin","Guglielmetti Family Collection","provenance",
"5131","3819","Flowers in a Blue Painted Vase","janbrueghel",,"Switzerland","Inherited by Ida and Bruno Jacond","provenance",
"5132","3819","Flowers in a Blue Painted Vase","janbrueghel",,"Lugano","Private Collection","provenance",
"5133","3819","Flowers in a Blue Painted Vase","janbrueghel","2007","London","Private Collection","provenance",
"5134","3819","Flowers in a Blue Painted Vase","janbrueghel","2009","United States","Private Collection","provenance",
"5148","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel","Sep 17 1845","Bordentown, NJ","Joseph Bonaparte, Lot #18 (as ""Jan van Os"")","provenance",
"5149","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel","Apr 26 2012",,"Sale","provenance",
"5150","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel",,"New York, NY","The Metropolitan Museum of Art","provenance",
"5151","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel",,"Akron, OH","The Akron Art Institute","provenance",
"5152","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel",,,"Collection of Mrs. Earle Mailie","provenance",
"5153","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel",,"United States","Collection of Charles M. Johnson","provenance",
"5154","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel",,"Los Angeles, CA","Collection of Christopher W. Knight","provenance",
"5155","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel",,"United States","Collection of Mrs. Nelson E. Nordquist, New Jersey","provenance",
"5156","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel","Jan 12 1979","New York, NY","Sale, Sotheby's (Parke-Bernet) Lot #70","provenance",
"5157","3820","Flowers in a Glass Vase (Private Collection)","janbrueghel","1979","Zürich","Gallery David M. Koetser","provenance",
"5161","3821","Flowers in a Glass Vase (Zurich)","janbrueghel","1930",,"Collection of M.A. de Huebel","provenance",
"5162","3821","Flowers in a Glass Vase (Zurich)","janbrueghel",,"Amsterdam","Cohen Collection","provenance",
"5163","3821","Flowers in a Glass Vase (Zurich)","janbrueghel","1942",,"Seized by Hitler","provenance",
"5164","3821","Flowers in a Glass Vase (Zurich)","janbrueghel","1945","Salzburg","Stored in Salzburg until the end of the war","provenance",
"5165","3821","Flowers in a Glass Vase (Zurich)","janbrueghel","1946",,"Restored to the Cohen Family Collection by the Allies","provenance",
"5166","3821","Flowers in a Glass Vase (Zurich)","janbrueghel","Jan 13 1978","New York, NY","Sale, Sotheby's (Parke-Bernet) Lot #127","provenance",
"5167","3822","Flowers in a Marbled Vase","janbrueghel","1939","Paris","Gallery Guy Stein","provenance",
"5168","3822","Flowers in a Marbled Vase","janbrueghel","Feb 27 1939",,"Sale from Stein to Arthur Tooth","provenance",
"5169","3822","Flowers in a Marbled Vase","janbrueghel","1939","London","Tooth & Son (as ""Ambrosius Brueghel"")","provenance",
"5170","3822","Flowers in a Marbled Vase","janbrueghel","1940","Berlin","Haberstock Gallery (as ""Jan Brueghel the Elder"")","provenance",
"5171","3822","Flowers in a Marbled Vase","janbrueghel","1956","Cologne","Abels Gallery, Cat #1 (as ""Jan Brueghel the Elder"")","provenance",
"5172","3822","Flowers in a Marbled Vase","janbrueghel","1999","London","Sale, Sotheby's, Lot #17","provenance",
"5185","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","1927",,"Belga Kiallita (label on the back of the painting)","provenance",
"5186","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","Dec 1939 to Feb 1940","Amsterdam","Pieter de Boer","provenance",
"5187","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","19th century to 20th century","Amsterdam","Hendrik Doodeheefver","provenance",
"5188","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","1959","London","Sale, Sotheby's","provenance",
"5189","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel",,"London","L. Koetser Gallery (label on the back of the frame)","provenance",
"5190","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel",,,"G. H. Dixon","provenance",
"5191","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","1973","London","Sale, Christie's","provenance",
"5192","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel",,"London","Richard Green Gallery","provenance",
"5193","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","1979","London","Private Collection","provenance",
"5194","3823","Flowers in a Sculpted Vase Beside a Wreath of Flowers (Gundelfingen)","janbrueghel","1991 to 1998","Manchester","On laon to the Manchester City Art Gallery","provenance",
"5259","3824","Forest Landscape with Rest on the Flight into Egypt","janbrueghel",,"London","William Beckford, Fonthill Abbey","provenance",
"5260","3824","Forest Landscape with Rest on the Flight into Egypt","janbrueghel",,"Clifton","Daniel Wade Acraman","provenance",
"5261","3824","Forest Landscape with Rest on the Flight into Egypt","janbrueghel","Aug 24 1842","London","Sale, Christie's, Lot #183 (as ""Breughel and Rotenhaemer"")","provenance",
"5262","3824","Forest Landscape with Rest on the Flight into Egypt","janbrueghel","1864","England","Third Lord Northwick","provenance",
"5263","3824","Forest Landscape with Rest on the Flight into Egypt","janbrueghel","Until 1965","Northwick Park","Collection of Spencer Churchill","provenance",
"5264","3824","Forest Landscape with Rest on the Flight into Egypt","janbrueghel","May 28 1965","London","Sale, Christie's, Lot #62 (as ""Jan I"")","provenance",
"5326","3825","Fruit Garland with Offering to Ceres","janbrueghel","Jul 21 1767","Netherlands","Sale, Auction of Johan Anthonij Kinschot Collection (for 1290 Gulden)","provenance",
"5327","3825","Fruit Garland with Offering to Ceres","janbrueghel","1767","The Hague","Cabinet of Willem V","provenance",
"5328","3825","Fruit Garland with Offering to Ceres","janbrueghel","1774 to 1795","The Hague","Gallery of Stadhouder Willem V","provenance",
"5329","3825","Fruit Garland with Offering to Ceres","janbrueghel","1795 to 1815","Paris","Musée Napoléon","provenance",
"5330","3825","Fruit Garland with Offering to Ceres","janbrueghel","1815 to 1822","The Hague","Gallery of Willem V","provenance",
"5331","3825","Fruit Garland with Offering to Ceres","janbrueghel","1822","The Hague","Mauritshuis","provenance",
"5344","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel","Before 1954","Great Linford","Collection of Major Uthwatt-Bouverie, The Grange Farm","provenance",
"5345","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel","Jul 23 1954","London","Sale, Christie's, Lot #70 (ass ""Jan Brueghel"")","provenance",
"5346","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel","1972","London","Gallery Leonhard Koetser (as ""Jan Brueghel d.Ä und Frans Francken II"")","provenance",
"5347","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel","Dec 13 1974","London","Sale, Christie's, Lot #174 (as ""Adriaen van Stalbemt"")","provenance",
"5348","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel",,"London","Moved to Gallery B. Cohen","provenance",
"5349","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel","Apr 22 1994","London","Sale, Christie's, Lot #155A (as ""Hieronymus Francken II und Jan Brueghel d.Ä"")","provenance",
"5350","3826","Gallery Interior: Allegory of the Art of Painting and the Art of Drawing","janbrueghel","1994","Munich","Gallery Bernheimer","provenance",
"5361","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1627","England","Possibly sale by Rubens to George Villiers, 1st Duke of Buckingham","provenance",
"5362","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1635",,"Villiers Gallery","provenance",
"5363","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1648","Antwerp","Possibly sale to the 2nd Duke of Buckingham","provenance",
"5364","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","May 19 1716","Paris","Purchased by Chirurgen Rondon for Sir James Thornill|","provenance",
"5365","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1734","London","Sale, Thornhill Collection, Lot #99","provenance",
"5366","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","May 29 1746","London","Sale, Mary Edwards Collection, Lot #140","provenance",
"5367","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1771","Amsterdam","Sale, Braamcamp Collection, Lot #194","provenance",
"5368","3827","Garland with Natura Adorned by the Three Graces","janbrueghel",,"England","Returned to the English Collection","provenance",
"5369","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","May 31 1794","London","Sale, Lawrence Dundas Auction of Collection of Dr. Ward, inv. #36","provenance",
"5370","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1804","Wales","Collection of the Earl of Ashburnham","provenance",
"5371","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","Jul 20 1850","London","Sale, Ashburnham Collection, Lot #62","provenance",
"5372","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","May 15 1852",,"Sale, Woodburg Collection, Lot #192","provenance",
"5373","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1877","Scotland","Collection of Graham Gilbert","provenance",
"5374","3827","Garland with Natura Adorned by the Three Graces","janbrueghel","1877","Glasgow","Donated to Kelvingrove Art Gallery and Museum by the widow of Graham Gilbert","provenance",
"5390","3828","Harbor with a Fish Market","janbrueghel","ca. 1705 to ca. 1731","Delft","Acquired between 1705 and 1731 by Valerius Röver","provenance",
"5391","3828","Harbor with a Fish Market","janbrueghel","ca. 1761","Amsterdam","Johann Goll van Franckenstein","provenance",
"5392","3828","Harbor with a Fish Market","janbrueghel","19th century to 20th century","Amsterdam","Reinier Willem Petrus De Vries","provenance",
"5393","3828","Harbor with a Fish Market","janbrueghel","May 8 1900","Amsterdam","His sale, Lot #31","provenance",
"5394","3828","Harbor with a Fish Market","janbrueghel",,"Saxony","Prince Johann Georg von Sachsen, inv. #I,445 (Lugt 1466)","provenance",
"5395","3828","Harbor with a Fish Market","janbrueghel","Nov 7 1951","Stuttgart","Sale, Lot #792","provenance",
"5396","3828","Harbor with a Fish Market","janbrueghel",,"Germany","Private Collection","provenance",
"5426","3829","Interior of a Gothic Church","janbrueghel","ca. 1754","Paris","Probably Le Leu","provenance",
"5427","3829","Interior of a Gothic Church","janbrueghel","Mid 18th century","Paris","M. de la Bauxière","provenance",
"5428","3829","Interior of a Gothic Church","janbrueghel","Before 1792","Paris","J.B.P. Le Brun","provenance",
"5429","3829","Interior of a Gothic Church","janbrueghel","1792 to 1966","Netherlands","Regout Collection, van Oud-Amelisweerd, van Westrum, and Smits van Oye","provenance",
"5430","3829","Interior of a Gothic Church","janbrueghel","Jul 10 1992","London","Sale, Christie's, Lot #4 (as ""Steenwyck II and Jan Brueghel the Elder"")","provenance",
"5434","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","Before 1616","Antwerp","Possibly Collecto of Dealer Hans Goyvaerts","provenance",
"5435","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","17th century","Belgium","Jan Brueghel","provenance",
"5436","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","17th century to 18th century","Netherlands","Possibly acquired by Philip van Dijk for Count van Wassenaer Obdam","provenance",
"5437","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","Aug 19 1750","The Hague","Possibly Pieter Hondt, inv. #101, fl. 365 (as ""une eglise catholique avec figures de Breughel de Velours"", 14 pouces sur 22"")","provenance",
"5438","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","Sep 29 1802","Amsterdam","Possibly Schley, inv. #51, fl. 212","provenance",
"5439","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel",,,"Possibly Jacobus Vinckeles","provenance",
"5440","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","May 9 1863","London","Sale, Christie's, Lot #92 (for 33 GNS)","provenance",
"5441","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","1878","London","Given to the South Kensington Museum (now V&A) by George Mitchell","provenance",
"5442","3830","Interior of a Gothic Church Looking East (London, 1443)","janbrueghel","1895","London","Loaned to the National Gallery","provenance",
"5443","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel","Jun 19 1765","Amsterdam","Sale, Possibly Cok (de Neufville), Lot #94 for fl. 260","provenance",
"5444","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel",,,"Possibly Joannes Baptista Fracotella","provenance",
"5445","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel","Apr 26 1813","Amsterdam","Sale, Possibly Schley, Lot 54 fl. 140","provenance",
"5446","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel","19th century to 20th century","Netherlands","Possibly Roos","provenance",
"5447","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel","Mar 1 1823",,"Possibly Sale, Christie's, Lot #73 (for 15 GNS)","provenance",
"5448","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel","1885","London","Sale, Christie's, Lot #84","provenance",
"5449","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel",,,"Henry Calcott Brunning","provenance",
"5450","3831","Interior of a Gothic Church Looking East (London, 2204)","janbrueghel","1907","London","Donated to the National Gallery","provenance",
"5490","3832","Landscape with Mariemont Castle","janbrueghel","17th century to 18th century","France","Collection of Louis XIV","provenance",
"5491","3832","Landscape with Mariemont Castle","janbrueghel","1683",,"Le Brun, inv. #366","provenance",
"5492","3832","Landscape with Mariemont Castle","janbrueghel","1695","Versailles","Moved to a Versailles storage facility","provenance",
"5493","3832","Landscape with Mariemont Castle","janbrueghel","1709",,"Inventory of N. Bially (as ""Pieter Bruegel d.Ä"")","provenance",
"5494","3832","Landscape with Mariemont Castle","janbrueghel","1785","Paris","Recorded by Duplesis in the Louvre Catalog","provenance",
"5495","3832","Landscape with Mariemont Castle","janbrueghel","1812","Dijon","Transferred","provenance",
"5510","3833","Landscape with Wagon Train","janbrueghel","ca. 1698 to ca. 1710",,"Probably acquired by Maximilian I Emmanuel, Duke of Bavaria","provenance",
"5511","3833","Landscape with Wagon Train","janbrueghel",,"Munich","Kurfürstlichen Galerie, inv. #5228","provenance",
"5512","3833","Landscape with Wagon Train","janbrueghel","ca. 1822 to ca. 1912","Augsburg","Gemäldegalerie","provenance",
"5513","3833","Landscape with Wagon Train","janbrueghel","1912 to 1938","Schleißheim","Neues Schloss","provenance",
"5514","3833","Landscape with Wagon Train","janbrueghel","1938","Germany","Given to Wiener Galerie/Kunsthandel Neumann und Salzer in exchange for another painting","provenance",
"5515","3833","Landscape with Wagon Train","janbrueghel","Before 1959",,"Private Collection Dooyes","provenance",
"5516","3833","Landscape with Wagon Train","janbrueghel","Dec 9 1959","London","Sale, Sotheby's, Lot #99 (with figure number)","provenance",
"5517","3833","Landscape with Wagon Train","janbrueghel","1991","London","Richard Green Gallery, inv. #2","provenance",
"5518","3833","Landscape with Wagon Train","janbrueghel","Before 2007","London","Dimitri Mavronmatis","provenance",
"5549","3834","Madonna and Child with John the Baptist, Surrounded by a Flower Garland (London)","janbrueghel","Before 1968","Amsterdam","Mozes van Aaronkerk - Kirche Waterlooplein","provenance",
"5550","3834","Madonna and Child with John the Baptist, Surrounded by a Flower Garland (London)","janbrueghel","Dec 13 1968","Amsterdam","Sale, Mak van Waay","provenance",
"5551","3834","Madonna and Child with John the Baptist, Surrounded by a Flower Garland (London)","janbrueghel","Mar 31 1969","London","Sale, Gallery of L. Koetser, Lot #12","provenance",
"5552","3834","Madonna and Child with John the Baptist, Surrounded by a Flower Garland (London)","janbrueghel","Dec 9 1987","London","Sale, Sotheby's, Lot #55 (as ""Jan Brueghel the Elder"")","provenance",
"5602","3835","No Room at the Inn (Germany)","janbrueghel",,"Ghent","Private Collection","provenance",
"5603","3835","No Room at the Inn (Germany)","janbrueghel","Jul 8 1994","London","Sale, Christie's, Lot #56(as ""Jan Brueghel the Younger"")","provenance",
"5604","3835","No Room at the Inn (Germany)","janbrueghel","1999","London","Derek Johns Gallery (as ""Jan II"")","provenance",
"5605","3835","No Room at the Inn (Germany)","janbrueghel","Jan 22 2004","New York, NY","Sale, Sotheby's, Lot #32 (as ""Jan II"")","provenance",
"5606","3835","No Room at the Inn (Germany)","janbrueghel","2005","Paris, Brussels","Gallery de Jonckheere (as ""Jan II"")","provenance",
"5607","3836","No Room at the Inn (London)","janbrueghel","Sep 17 1698","Antwerp","Purchased by Elector Max Emanuel of Bavaria from either Gisbert van Ceulen (in Antwerp on 17th September 1698 (together with 104 other important paintings for 90,000 Brabantian guilders and not fully paid until 1774) or later in his life for the gallery of his newly built castle Schleißheim","provenance",
"5608","3836","No Room at the Inn (London)","janbrueghel","1806","Schleißheim","Bavarian Royal Collections","provenance",
"5609","3836","No Room at the Inn (London)","janbrueghel","Before 1927","Munich","Bayerische Staatsgemaldesammlungen, inv. #1894","provenance",
"5610","3836","No Room at the Inn (London)","janbrueghel","1927","Munich","Deaccessioned and sold to Bertha Justina Schedel, Baroness von Greifenstein","provenance",
"5611","3836","No Room at the Inn (London)","janbrueghel","After 1927","London","Collection of Lord Carow","provenance",
"5612","3836","No Room at the Inn (London)","janbrueghel","Jun 26 1957","London","Sale, Sotheby's, Lot #82","provenance",
"5613","3836","No Room at the Inn (London)","janbrueghel","Apr 1958","London","Hallsborough Gallery","provenance",
"5614","3836","No Room at the Inn (London)","janbrueghel",,,"Private Collection","provenance",
"5623","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel",,"Potsdam","Collection of Frederick the Great, Sanssouci Palace","provenance",
"5624","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel","1760","Vienna","Looted and taken to Vienna","provenance",
"5625","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel","1763",,"Given to Emmerich Esterhazy by Frederick the Great","provenance",
"5626","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel","Until World War II",,"Esterhazy Collection, Jagdschloss Rede","provenance",
"5627","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel",,"Zürich","Private Collection","provenance",
"5628","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel","1967","Paris","Sale","provenance",
"5629","3837","Nymphs Sleeping After the Hunt, Spied on by Satyr","janbrueghel","1968",,"Donated to the Musée de la Chasse","provenance",
"5638","3838","Orpheus Sings for Pluto and Proserpina","janbrueghel",,,"Possibly originally owned by Cardinal Francesco Maria del Monte","provenance",
"5639","3838","Orpheus Sings for Pluto and Proserpina","janbrueghel","1704","Florence","Galleria degli Uffizi (as ""Pieter II"")","provenance",
