"pid","object_pid","author","comment","post_date"
421,3426,"E.A. Honig","<p>This painting is a copy of the version in Hampton Court. It is possible that it was copied within Brueghel's studio, but that is not really typical of his production methods, which run to studio variants rather than replicas. To me, it seems more likely that it was copied outside the studio. There are areas of the surface that are just not very lively, and the spatial relations feel uncertain. I have not seen the work in person, though.</p>","January 3, 2019"
422,3430,"E.A. Honig","<p>Inventoried as ""Otro lienzo largo y más angosto que los dos, con moldura de lo mismo, en que está pintada una boda flamenca y están bailando muchas mujeres de las manos y los novios sentados en un tabladillo y otras muchas gentes en corro mirando el baile""; see Craford-Volk on this.</p>","July 14, 2013"
423,3431,"E.A. Honig","<p>variant on panel, 45 x 72, sold New York (Kende 10.xi.45 #16)<br />At TEFAF, Maastricht, 1997<br />Figures in this are not really that good but I suspect that is due to its very small size -- in that regard, this is an ambitiously complex work. Wonder about its relation to 2 small coppers (about same size?) in Munich -- possibly all parts of set ordered by A&I?</p>","May 3, 2014"
424,3433,"E.A. Honig","<p>On the dating of this work see discussion page on its pendant, Prado #1441.</p>","August 8, 2012"
425,3434,"E.A. Honig","<p>“Oltro lienzo del mismo tamaño y moldura que también es de boda en que están danzando hombres y mujeres y un hombre con un jarro que va dando de berber” – Anchivo de Palacio, Madrid, leg. 768, fs. 33-35 (1636) cit. from Diaz Padron 1995, p. 206.</p>","April 27, 2013"
426,3435,"Paige Walker","<p>The British Museum website states, ""Possibly a copy after a detail from an unidentified painting by Jan Brueghel (not in K. Ertz, ""Jan Brueghel der Ältere: Die Gemälde"", Cologne, 1979).""</p>","July 29, 2013"
427,3437,"Paige Walker","<p>British Museum website: ""A similar group of figures can be seen in the painting 'Path along a Brook' in Schloß Schleißheim (part of the Staatsgemäldesammlungen). The female figure offering a drink can also be seen in 'Landscape with a Village Inn' in the Alte Pinakothek, Munich, inv.no.826. It is not clear if this drawing is a preparatory study, or rather copied from one of the paintings.Literature: K. Ertz, ""Jan Brueghel der Ältere: Die Gemälde"", Cologne, 1979, cat.nos. 206 and 290; A. Van Camp, in M. Neumeister (ed.), ""Breughel: Gemälde von Jan Brueghel d. Ä"", exh.cat. Alte Pinakothek, Munich, 2013, cat.no.67.""</p>","July 30, 2013"
428,3440,"E.A. Honig","<p>Ertz's date of c.1606 is based on the time when Jan is first recorded as working for the Brussels court. Given the apparent age of Albrecht here, the portrait must date from then or even earlier.</p>","August 8, 2012"
429,3441,"E.A. Honig","<p>Copy in Dresden, inv. #819A (canvas, 110 x 164). Ertz 2000, p.378, attributes this to Jan the Younger but it seems at least as likely to have been made within Jan the Elder's studio contemporary with the other copies.<br />Although Ertz lists the painting as being executed in tempera, Bodo Brinkmann at the museum in Basel confirms that it is oil on panel. No paint samples have been taken to determine if any added tempera was used, but basically this is an oil painting.</p>","June 26, 2012"
430,3442,"E.A. Honig","<p>A early collaboration with very little input by Jan Brueghel. Dr. Honig also believes it's possible that the painting is not genuine, however it is worth considering that Jan did paint small portions of the piece or that members of his studio did.<br />There is the mark of Pieter Stas and the city of Antwerp on the back of the copper panel.</p>","July 8, 2015"
431,3443,"E.A. Honig","<p>Last number is very difficult to read, therefore the dating is 1598 or 1599.</p><p>There has been some controversy as to whether this painting depicts the Preaching of John the Baptist or the Preaching of Christ.  The Getty Museum and Ertz argue that this is Christ due to the yellow hallow around the head of the preacher. But the figure's short, ragged clothing indicates that it's meant to be John, as in the work by his father that this picture reinterprets.</p><p>The painting is in excellent condition: according to the Getty conservation report, the state of preservation is ""nearly miraculous."" </p><p>This painting may still have been owned by Jan at the time of his death, listed by his son as “Predicatie Christi, vol mannekens ende lanschap” and valued at fl.130. Denucé, Brieven en documenten, 70. That valuation does seem rather low for this painting, though -- but it would mean that Jan the Younger read the subject as the preaching of Christ. Another possibility is that the Getty painting is the “schilderye Lantschap Sint-Jans Predicatie gedaen by Jan Bruegel” (painting of a landscape with the preaching of St. John”) valued at fl. 300 in the inventory of Nicolaas Cornelis Cheeus in 1621-22: Duverger, Antwerpse Kunstinventarissen, vol. 2, 176. This valuation seems much more appropriate to the work in question. Cheeus's painting could also have been the Munich variant after his father's picture, though.</p>","June 21, 2013"
432,3444,"E.A. Honig","<p>One further version of this has been attributed to Jan the Elder or, alternatively, the Younger: painting in Dresden, Staatliche Kunstsammlungen; canvas, 110 x 164. </p><p>On the copies by Pieter the Younger, with some discussion of Jan as well, see now Currie and Allart 2012, especially 447-483.</p>","July 30, 2012"
433,3445,"E.A. Honig","<p>One of the works set into holy water stoup by Borromeo, who acquired the various pieces, four of them by Brueghel, separately between 1606 and 1618. The works have only the loosest iconographic connection.<br />On this particular one, Jan wrote to Borromeo in 1606 saying that if Borromeo would return it to him, he would add a sacred procession to it; so evidently he first sent an empty landscape. By August 25 the painting was back in Jan's hands, he had added the procession, and was ready to send it back to Borromeo.<br />Composition of this is based on Pieter Bruegel the Elder's <em>Bird Catchers</em>.<br />Pijl notes that the technique of painting on ivory with smalt was very rare in the 17th century; there are no other examples in Brueghel's oeuvre. All of these four tiny works are very well preserved, with translucent glazes that give the miniatures a gem-like quality.</p>","June 18, 2012"
434,3445,"Claudia Insenga","<p>Letter to Borromeo, April 1606.  “l’alter quadrettini per fairre le procession, non e venuta” (Crivelli, pg. 65). </p><p>Letter to the Cardinal, 1606.  “La circostanza della processione con atti di divozione gia accennata da Brueghel da tutta certezza della identita del quadretto. E questo un lavoro di miniature dipinta in un’ovale scodeletta di avorio… E la miniature poco piu larga dello spaccato di un uovo commune… qui pure il fiume ghiacciato con scivolanti, e de’ battelli strettu tra il ghiaccio; un ponte ad impianti e palacato di legno…mossi I corvi ed altri uccelli da inverno…ci vedi sotto il fuscelino a reggerla in bilico, e la di lei pesta nella neve o sparsarci del l’esca, e omai gia gia sotto due o tre corvi piu ghiotti, mentre tant’altri o si stanno come guardondoci su pei cespughli e I tronchi diintorno” (Crivelli, pg. 65).</p>","May 5, 2016"
435,3446,"E.A. Honig","<p>Ertz dated this much later than Neumeister does. He called it 1606-11, whereas she says that the landscape looks ore like Jan's style and coloration from around 1600. Query what documentation we have of Jan & Rottenhammer collaborating as late as 1610-11, when Jan was surely working mostly with local artists.<br />Note that the size of this copper plate differs from Jan's ""usual"" and that it must have originated in the workshop of Rottenhammer. The copper plate is however a reused one; it seems to have been originally used for an engraving of some sort.</p>","April 18, 2013"
436,3447,"E.A. Honig","<p>Translation of rebus from Keersemaekers:<br />Apelles' scholieren, die Sint Lucas vieren,<br />Wilt help versieren den olijftak snel<br />Met onze violieren ende Apollo's laurieren<br />Vlucht Nijd, Na(ar) edel manieren wilig houdt Vrede wel.</p>","July 18, 2015"
437,3449,"Stefan Bartilla","<p>The same composition with the same figures shows a drawing in Dresden with also almost the same measurements: 175x 129 mm. Pen in brown, lavished in brown, grey and blue.<br />Below in the middle insribed “GH”. Old attributions were Pieter Stevens and Gillis Claesz. de Hondecoeter.<br />Dresden, Kupferstichkabinett, inv. #C 1937-657.<br />Ketelsen/Hahn 2011, p. 247, Tableau XXXI, as “Gillis van Coninxloo-group”, pp. 250, 384.</p>","April 10, 2014"
438,3449,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database. It seems from photographs to be of poor quality and I would be inclined not to accept it. However, this is the best of all the versions of this composition. Besides the version accepted by Ertz 2008-10 as catalogue #246b, those are:</p><ul><li>painting with Nystad, The Hague, April 1970 (no info on size or support)</li><li>Painting sold Gasch, Dresden, April 29, 1912 #34; panel, 15 x 12</li><li>Weak variant in Vienna, Galerie Sanct Lucas, 1979/80; panel, 25 x 19; provenance to Imperial collection & Kunsthistorisch Museum Vienna, whence sold 1933.</li></ul>","July 31, 2012"
439,3449,"E.A. Honig","<p>A version (possibly one of those listed above as Dresden 1912?) exhibited in Bologna 2015, cat. #II.9</p>","December 31, 2017"
440,3451,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
441,3453,"E.A. Honig","<p>Attribution of figures is uncertain. K. Renger believes them to be the work of a collaborator, possibly Rottenhammer, but I have examined this work and believe that the figures are probably the work of Jan himself. Particularly Joseph is a quintessential Jan figure. Neumeister now thinks that they could be the work of a studio assistant in Jan's studio, which is more possible than Rottenhammer but still not in my opinion necessary. </p><p>Related to Ertz 1979 #71 (2008-10 #209), The Sacrifice of Isaac.</p><p>Related to drawing also in Munich, Staatliche Graphische Sammlung #1362 Z (old number 730).</p><p>Mirjam Neumeister suggests (personal communication) that this could be an instance of a work where Jan semi-completed a picture as a version of another work and later completed it, with the figures, when a buyer wanted a certain type of picture. So in this case the present, secondary picture would have been initiated at the same time as the Geneva Sacrifice of Isaac of ca. 1600 and completed, perhaps by Jan's studio, at a later date.</p>","June 22, 2013"
442,3454,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.<br />There is the mark of Pieter Stas on the back of the copper panel.</p>","July 18, 2015"
443,3456,"E.A. Honig","<p>In this painting and Ertz 1979 #10, the portions of the works done by Rottenhammer are exactly the same but Brueghel's landscapes make them into two quite different works. This would be to imply that Rottenhammer did his part first and then sent them to Jan to develop; can we tell if this is true? If the reverse were the case it would be extremely odd that Brueghel would paint two quite different works and Rottenhammer would put identical figures into each. This version is less lush than the other but more detailed.</p>","April 17, 2012"
444,3457,"E.A. Honig","<p>Brown (in Borggrefe 2008, p.30) notes that you can really see in this painting that the landscape was added second; you can distinguish Brueghel's precise brushwork from softer, more flowing brushwork of Rottenhammer, and JB's brush strokes obscure the contours of HR's figures.  Brueghel also painted the donkey.<br />Brown suggests, very plausibly, that Rottenhammer used a cartoon to repeat these figures on multiple copper plates which JB then elaborated with landscapes. </p><p>Copy of this version sold Munich (Neumeister) September 24, 2003, #334 (copper, 23.5 x 30), previously Sotheby's, London, April 11, 1990; Ertz 1984 #151 as Jan the Younger with tiny poor image. Wiki page.</p>","April 12, 2012"
445,3458,"E.A. Honig","<p>Copy formerly art market London (Valls Gallery, 1976). Weak copy sold Brussels, Palais des Beaux-Arts, May 21, 1951, #147 (copper, 34 x 26).</p><p>A version of Rottenhammer's contribution here was engraved by Crispijn de Passe.</p>","March 2, 2013"
446,3459,"E.A. Honig","<p>A weak version of this was on the art market in Vienna (Dorotheum 1972, copper, 23.5 x 31); it repeats the Hague painting (see related works). It was sold at Sotheby's London April 11, 1990 #38 as Jan Brueghel II and Van Balen.</p><p>There is a letter at the Rubenianum from L. Burchard about this painting, dated January 6, 1947. He thinks it is identical to a painting described by Carlo Ridolfi in his Maraviglie dell' Arte (Venice 1648, II, p. 76). Ridolfi says it is by Rottenhammer, on copper, and that he has seen it in Verona in the collection of somebody called Muselli. ""... in oltre un inventione della Virgine, la quale passanda nell' Egitto, dede in una boscaglia & allata di pargoletto Giesu, a cui un Angelo porge un canestrino di fiori..""  Burchard notes that there is no basket in this painting but says that Ridolfi's descriptions are sometimes wrong. </p><p>An precise replication of a drawing by Bril now in the Louvre.</p>","November 2, 2013"
447,3460,"Christine Quach","<p>When sold in 1980, the painting was quite damaged and discolored.</p>","July 10, 2014"
448,3460,"E.A. Honig","<p>A possible studio work. I'm sure that this work was also offered for sale by Sotheby's New York on June 11, 1981, lot #91. The illustration there suggests that the picture was quite abraded. The measurements given there were 11.4 x 15.5, but the picture is identical.</p>","September 4, 2013"
449,3461,"E.A. Honig","<p>This work does not appear in the 1979 K. Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
450,3462,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
451,3464,"E.A. Honig","<p>Elizabeth has tentatively attributed this painting to the Studio of Jan Brueghel the Elder.</p><p>It must be noted that Ertz has confused the attribution of this piece with another copy on panel (""Return of the Hawking Party"" - Honig Database number 00006) in his 2008 catalogue.</p>","July 18, 2015"
452,3465,"E.A. Honig","<p>Although this work is on panel and repeats the composition of one on copper, this seems like the stronger version to me.</p>","June 3, 2012"
453,3466,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
454,3469,"E.A. Honig","<p>An exact copy of this version of the composition is in Prague, National Gallery.</p>","June 16, 2013"
455,3470,"E.A. Honig","<p>One of a large group of inter-related paintings, none of which are I believe by Jan Brueghel the Elder. The present version is a relatively good one, though. Very similar one with measurements 17 x 22 exhibited Bologna 2015 cat. #II.10 as Jan the Elder.</p>","June 16, 2013"
456,3471,"E.A. Honig","<p>There are many examples of this composition. Two were in Ertz 2008-10 as #s 134 and 135. Another is this one. In the Como/Tel Aviv catalog they claim that two more paintings of this composition are in Budapest, one by Jan the Elder and one by Jan the Younger. Ertz published the Budapest painting in his 1984 monograph on Jan the Younger. These are very charming compositions and could all be by Jan the Younger; the ones I can see in good reproduction definintely do not look fine enough to be Jan the Elder. There is some very heavy-handed painting in the present version and the faces of the figures are, in all versions, not highly characterized or persuasive as Jan's. The suggestion that these could have been done while Jan was in Italy seems especially unlikely.</p>","February 28, 2013"
457,3474,"E.A. Honig","<p>This is a picture with many, many copies and variants, photos at the RKD. However, the only other one that even might be an original, in my opinion, is Ertz #108. That is a tiny copper version of the present rather large one on panel. Would be interesting to consider how all these versions were being produced in the workshop.</p>","April 19, 2014"
458,3475,"Ashley Jerbic","<p>Possible poor version on copper with dimensions 16.7 x 23 cm of this painting in the Mayer van den Bergh museum, inv. #340.</p><p>The oil paint may have been applied directly to the rolled copper plate, with no ground or glue layer visible through low magnification.</p>","April 25, 2014"
459,3477,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder; it is also no longer in Ertz 2008-10.</p>","April 19, 2014"
460,3478,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
461,3479,"Ashley Jerbic","<p>Brueghel would significantly alter this basic compositional format of a river landscape with a single bank receding into space. He had already explored this compositional type in Landscape with a Fishing Village, River Landscape with a landing a Village, and A River Scene with Boats Unloading at Quay. Within this series of River Landscapes, Brueghel changed the composition by introducing a large tree at the junction of the river, allowing him to create a more satisfying spatial experience.</p>","April 25, 2014"
462,3479,"E.A. Honig","<p>One of two known autograph version of this composition; the other (Ertz 1979  #257) is much larger and on panel, dated 1612,.  Dating on present version now up in air because 1603 version, which Ertz dated this one as ""after"", is now attibuted to Jan the Younger (Ertz 1979 #094).   So if the present work is original we can only date it to before 1612, hence I am saying ca. 1610. (Ertz 2008-10 calls it 1603-12)</p><p>Other copies attributed to Jan the Younger are:</p><ul><li>EJBII #34:  private collection (panel, 38.5 x 62.3) </li><li>EJBII #35:  Antwerp, KMSK, formerly Ertz #94</li></ul><p>Other variants not attributed to Jan the Younger:</p><ul><li>Formerly art market, London (Christie's 1965)</li><li>Formerly Munich, Alte Pinakothek, #2878:  now I think Hartford, Wadsworth Atheneum (copper, 22.5 x 31.5--sloppy but not incompetent.)</li><li>Kiel, Kunsthalle</li><li>Another copy not in Ertz is in New York, Metropolitan, inv. #71.82 (panel, 24 x 32) [query is that the painting we were sent by W. Liedtke and is genuine?]</li><li>and in collection M. St. J. Barne, Sotterly Hall, Beccles, Suffolk (panel, 22 x 30)</li><li>very distant variant collection Sir Edmund Bacon, Raveningham Hall, Norwich (copper, 18 x 24)</li><li>variant sold Christie's NY 26.i.01 #46, panel, 31 x 40.3 as Joseph van Bredael; they now seem to attribute lots of Brueghel knockoffs to him.</li></ul><p>Loosely related to a drawing in the British Museum, which itself copies a drawing by Pieter Bruegel in Berlin; see for illustrations Ertz 2008-10, p.248.</p>","May 13, 2012"
463,3480,"E.A. Honig","<p>The signature appears on the side of a boat in the foreground.</p>","July 18, 2015"
464,3481,"E.A. Honig","<p>The Honig Database has tentatively attributed this painting to the Studio of Jan Brueghel.</p>","July 18, 2015"
465,3482,"Ashley Jerbic","<p>This work does not appear in the 1979 Ertz catalogue or in the Honig Database.</p><p>The paint was applied with extremely fine brushes and tiny impasto. Many of the finer details of the design elements were painted over the underlying tone rather than in a space left in reserve. Particularly, the painting and its support are in good condition, with only minor abrasion. </p><p>The painting recently underwent conservation and preservation treatment in 2000.</p>","April 25, 2014"
466,3485,"Ashley Jerbic","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p><p>There is the mark of Pieter Stas on the back of the copper panel as well as the hand of Antwerp.</p><p>The character of this scene is reminiscent of the river Scheldt as it passes though the Flemish countryside on its gradual course toward Antwerp and the North Sea. The large Church dominating the horizon in the distance is recognizable as the Antwerp Cathedral.</p>","April 25, 2014"
467,3487,"E.A. Honig","<p>The Hannover ""River Landscape with Noble Party in Boat: Allegory of Spring"" is part of a four-part series of the allegories of the seasons which Jan Brueghel painted circa 1594 (Ertz 2008-10). Please see:</p><ul><li><a href=""/janbrueghel/the-harvest-allegory-of-summer"">The Harvest: Allegory of Summer</a></li><li><a href=""/janbrueghel/country-road-allegory-of-autumn"">Country Road: Allegory of Autumn</a></li><li><a href=""/janbrueghel/roman-carnival-allegory-of-winter"">Roman Carnival: Allegory of Winter</a></li></ul>","July 18, 2015"
468,3488,"E.A. Honig","<p>Proportions of this painting, nearly square, are very odd for Jan and do not match those of variants below at all: could it have been cut down?<br />Good copy  in Sarasota, Ringling Museum, inv. 765 (panel, 54.6 x 76.2).  The Ringling Museum's catalogue entry, by Franklin Robinson (cat. #6) notes that that this version is very heavily restored and one cannot tell if it was original or not.  However, underdrawing and pentimenti are visible through thin paint layer, arguing that it might actually be original.  Ertz now attributes it to Jan the Younger, his 1984 cat. #44.<br />Another version identical to Sarasota work with similarly panoramic proportions but smaller in size (copper 27 x 35.1) formerly art market Amsterdam (de Boer 1954), bad repro. at RKD voordening folder 31.   I think that Robinson is mixed up here in listing the Sarasota one as with De Boer in 1954; this is a different painting. Evidently another work on copper, 27 x 35.1, formerly in Frans collection, Brussels -- could this be the De Boer version?</p>","June 23, 2012"
469,3489,"E.A. Honig","<p>Had been attributed in earlier Louvre catalogures (eg., 1953) to Jan the Younger but that is clearly wrong, this is a lovely Jan the Elder.</p>","March 11, 2014"
470,3490,"E.A. Honig","<p>A pretty good workshop version of the original 1602 painting in Munich; the figures are clearly weak here.</p>","May 12, 2012"
471,3491,"E.A. Honig","<p>Pretty good copy in Basel, Kunstmuseum, inv. #1089 (copper, 33 x 47.5)  Ertz formerly attributed this one to Jan the Younger (Ertz #11) but again, if he was copying it in 1630s as Ertz suggests, how did he have access to a picture done 30 years earlier?  Possibly this was one of the ""unfinished plates"" left by his father. Basel painting is now accepted by Ertz (Essen 1997, cat. #33); it still doesn't look that great to me.  Some of the figures are just lousy. If the Basel painting is a Jan the Elder and not Younger, it is a workshop version.</p><p>Two further variants by unknown followers, one formerly Vienna, Gal. St. Lucas (panel, 38.5 x 57) and one Gal. de Boer, 1930 (panel, 24.5 x 34.5).<br />Group of farm girls here are adapted from [some study for] Pieter Bruegel's Prague Hay Harvest.</p>","May 12, 2012"
472,3492,"E.A. Honig","<p>The Honig Database has tentatively attributed this painting to the Studio of Jan Brueghel the Elder.</p>","July 18, 2015"
473,3494,"E.A. Honig","<p>Related work attributed to Jan the Younger (Ertz #47) in Milan, Poldi-Pezzoli, inv. #429 (copper, 18 x 25).  Preparatory drawing in Rijksmuseum.</p>","May 17, 2012"
474,3495,"E.A. Honig","<p>This is a variant of the Wellington painting (Ertz 1979 #135). The relation between the two is interesting: exactly the same basic scheme but all of the ""staffage,"" even the boats, is different. Perhaps a basic ground laid down according to a pattern, but then then the next stage developed differently, even at a different time, by studio assistants?<br />There is the mark of Pieter Stas on the back of the copper panel.</p>","July 18, 2015"
475,3497,"Paige Walker","<p>According to Louvre website, in 1849 Hawke engraved a similar scene after this drawing in the same direction and the same dimensions.</p>","May 18, 2014"
476,3498,"E.A. Honig","<p>2003 - Displayed at the TEFAF in Maastricht.</p>","July 18, 2015"
477,3499,"E.A. Honig","<p>A related painting is in Munich, inv. #830, signed and dated 1608: same landscape, different figures. On panel but very similar in size. Might have been done in studio concurrently with this one, or left unfinished and completed later by Jan the Younger. Ertz attributes it to Jan the Younger.  Another pretty close variant was sold at Dorotheum, Vienna, December 1 1970 (panel, 29 x 43) -- again similar in size but on panel.</p>","May 16, 2012"
478,3500,"E.A. Honig","<p>Ertz believes this to be a work by Jan the Younger done shortly after he took over his father's studio in the late 1620s. It would be quite possible that the painting, a variant of an earlier work by his father (Ertz 1979 #114), was left incomplete in the studio like many other works and finished by Jan the younger; the closeness in size between the two argues for a connection in manufacture rather than a later pastiche using drawings, I would think. The present work could also have been executed in the studio at the same time as the other, though. </p><p>According to the Munich catalogue the signature on this is not autograph and the piece is probably a studio work. This seems plausible to me. They do not agree with Ertz's suggested attribution to Jan the Younger; see Munich 2013, p. 268</p>","January 21, 2014"
479,3502,"E.A. Honig","<p>Copy of this sold De Boer , Amsterdam, spring 1965 (copper, 28.5 x 42.5).  Another copy is now b00018 in Honig database.</p>","May 6, 2012"
480,3503,"E.A. Honig","<p>There is the mark of Pieter Stas on the back of the copper panel.</p>","July 18, 2015"
481,3504,"E.A. Honig","<p>Rejected by most previous scholars, this painting was exhibited in Essen in 1997 as an autograph work; despite its weak figures, it was surely at least produced in Jan’s studio.</p>","August 2, 2012"
482,3505,"E.A. Honig","<p>Copy in St. Petersburg: oil on panel, 48 x 67, inv. #2446; photo at RKD, box L6 as by Jan the Elder. Ertz has attributed that work to Jan the Younger (Ertz 1984, cat. #23); surely it is in fact simply a studio version of the present work. </p><p>There is the mark of Pieter Stas with the date 1610 on the back of the copper panel.</p>","April 18, 2012"
483,3506,"E.A. Honig","<p>The later autograph variants listed by Ertz are extremely different from this painting: there are certainly connections but they are loose, in interesting ways. There are also a number of very poor further variants, photographs at the RKD.</p>","May 14, 2012"
484,3507,"E.A. Honig","<p>The present work seems to be the best of the surviving variants; others probably have more studio work or are entirely by Jan's studio. Good free variant in Florence, Uffizi, inv. #1890:  Ertz says maybe Jan the Younger but it's not in that catalogue.<br />There is a drawing for the landscape composition in Berlin, Kupferstichkabinett. That drawing sketches out the general sense of recession. There is also a vaguely related drawing in Stockholm that contains some of the elements here (cows, carriage) but not in the same relationship or even position. Another related drawing in the Fitzwilliam, Cambridge,is rejected by Ertz.</p>","July 19, 2013"
485,3509,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder. It is a copy, possibly from Jan's studio, of Ertz #54. </p><p>Please note that the data in the 2008 Ertz catalogue for this painting does not correspond to this work in particular but to another one also located in The Hermitage.</p>","July 25, 2013"
486,3510,"E.A. Honig","<p>The Honig Database has tentatively attributed this painting to the Studio of Jan Brueghel the Elder.<br />Ertz states that this picture is dated by 1612 but in fact there is no date on it. A copy of this work in a private collection is indeed dated 1612: private collection, New York, 1979 (panel, 18 x 28); not in Ertz. That copy was probably once in the Leuchtenberg Collection, Munich, cat. #107 n 1852. A much larger variant on canvas was sold in Berlin, March 12 1935, #155 (canvas, 75 x 128).<br />There is no real reason to think that this work was originally intended as a pendant of the other Samuel Collection Brueghel (Ertz 1979 #259).</p>","July 21, 2013"
487,3511,"Christine Quach","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.<br />Another version of this work with a gentleman rider and a dog in the left foreground is signed ""J. BRUEGHEL 1612"" on the lower left (copper, 25 x 33 cm). In the Bayerische Staatsgemaldesammlungen, inv. #2877.<br />Another signed ""BRUEGHEL 1613"" on the lower left (copper, 25.7 x 33.8 cm), shown at the Wallraf-Richartz Museum, Kelulen, 1964  #6, as part of an exhibition of the Dr. G. Henle collection, of Duisburg.<br />Signed and dated copy in Vienna Kunsthistoriches Museen, exhibited at Royal Academy, London, 'Flemish Art' cat. #350 (copper, 18 x 25.4 cm)<br />Copy in Hanover (copper, 22 x 29.5 cm)<br />Related drawings in Budapest and the Albertina in Vienna. The Budapest drawings are from ca. 1595/96<br />Signed and dated copy from collection of Earl Huntingdon, sold Sotheby's London, June 22, 1960, #22 (copper, 20 x 26.7 cm)<br />Weak copy sold Sotheby's London, October 10, 1986, #57 (copper, 18 x 26 cm)</p>","July 10, 2014"
488,3512,"Ashley Jerbic","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p><p>Another version of this work with a gentleman rider and a dog in the left foreground is signed ""J. BRUEGHEL 1612"" on the lower left (copper, 25 x 33 cm). In the Bayerische Staatsgemaldesammlungen, inv. #2877.<br />Another signed ""BRUEGHEL 1613"" on the lower left (copper, 25.7 x 33.8 cm), shown at the Wallraf-Richartz Museum, Kelulen, 1964  #6, as part of an exhibition of the Dr. G. Henle collection, of Duisburg.</p><p>Structural elements such as the big hill, wagon and trees that give the painting a certain dramatic thrust are not present in the original sketch.</p>","April 26, 2014"
489,3513,"E.A. Honig","<p>Ertz calls this a variant of the slightly earlier Dresden painting (his #18) but apart from the most vague compositional principle they are really not related at all.</p>","April 19, 2014"
490,3514,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
491,3515,"E.A. Honig","<p>Exhibited at the Mauritshuis, 2001</p>","December 18, 2015"
492,3516,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
493,3517,"E.A. Honig","<p>The Honig Database rejected the attribution of this painting to Jan Brueghel the Elder. It could be from the studio, however. Neumeister in Munich 2013 accepts this as genuine although notes that the signature is false.</p>","April 18, 2013"
494,3518,"E.A. Honig","<p>3 copies/variants:  one Koetser 1966 (panel 14 x 19.3, ill. Essen 1997 p.131 fig.2); second Indianapolis, Museum of Art (copper 10.2 x 11.4)--exhibited Essen 1997.  Third variant sold London (Christie's 13.xii.91 # 177 as circle of JBI), copper, 14.6 x 17.8.   There are photos of these in RKD voorordening, and all 4 are exhibited in Russell article.   A more distant version (?) is illustrated Essen 1997, p.131, fig.3. Curious that even Jan's very earliest painting seems to exist in such a lot of copies and variants.<br />Another distant but very curious variant sold Sotheby's London 3 December 2008, #8 (panel, 15.5 x 18). To harbor have been added all these figures from just slightly later JB works, like Ertz 13 from 1595--a figure group is directly reproduced from there.  Since Ertz 13 was in the Barberini Collection and hence didn't leave Italy before 20th century, that would mean that either the painter of the Sotheby's picture worked from a drawing by JB, or knew the painting in Rome.  But other figures here, especially woman seated on basket at far left and figures in midground with cart, are I am sure taken from works from school of Beuckelaer, works like Getty picture in fact.  So this is a very peculiar pastiche.  Also a tiny painting, same size as Ertz 1, but on panel.</p>","July 18, 2015"
