"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","pieterbruegel_item","order","permalink"
10035,"River Landscape","Drawing","Landscape",,,17.6,26.4,,"France","Paris","Musée du Louvre",19733,,,"Public",,,"Brown ink pen; blue tinted paper","Paper",,"P. Bruegel f.","Top right, by another hand","No watermark.",,,,,,,,,,,,,"Mielke, cat. #1: P. Bruegel.",,"Bruxelles 1935, Paris 1971, Berlin 1975, nr. 24, Paris 1980, Paris 1990, nr. 8",,,,,9534,,,,,"water color and gray brush by another hand according to Mielke. Also the blue tinted paper was after ""nachträglich""...does this matter?",,"The Louvre","http://arts-graphiques.louvre.fr/detail/oeuvres/3/109875-Bords-dune-riviere-tranquille","img/derivatives/simple/10035/thumbnail.jpg","img/derivatives/simple/10035/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape"
10036,"Southern Cloister in a Valley","Drawing","Landscape",,,18.5,32.6,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,"Brown ink pen, watercolor, gray brush; French paper","Paper",,"brueghel 1552","Bottom left, signed by artist","Watermark: Briquet 9378.",,,,,,,,,,,,,"Mielke, cat. #2: P. Bruegel.",,"Berlin 1975, nr. 23, Tokyo 1995, nr. B2",,,,,"9535|9536",,,,,"Signature later painted over in red-brow ink. ",,,,"img/derivatives/simple/10036/thumbnail.jpg","img/derivatives/simple/10036/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/southern-cloister-in-a-valley"
10037,"Wooden Landscape with Mills","Drawing","Landscape",,,21.3,28.1,,"Italy","Milan","Ambrosiana",,,,"Public",,,"Dark brown ink pen","Paper",,"b..g...52","Bottom left under the dog","No watermark.","""9"" in right lower corner",,,,,,,,,,,,"Mielke, cat. #3: P. Bruegel.",,"Berlin 1975, nr. 27, Washington/New York 1984-85, nr. 88",,,,,9537,,,,,,,,,"img/derivatives/simple/10037/thumbnail.jpg","img/derivatives/simple/10037/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/wooden-landscape-with-mills"
10038,"Path through a Village","Drawing","Village, Town and Cityscape",,,20.7,33.1,,"Netherlands","Leiden","Prentenkabinet der Rijksuniversiteit",,,,"Public",,,"Brown ink pen","Paper",,"brueghel","Bottom center, later painted over in reddish ink","Watermark: Briquet 9378.","Bottom left a later inscrprition ""P. Bruegel"".  ",,,,,,,,,,,,"Mielke, cat. #4: P. Bruegel.",,"Berlin 1975, nr. 55",,,,,"9538|9539",,,,,"ink corrosion ",,,,"img/derivatives/simple/10038/thumbnail.jpg","img/derivatives/simple/10038/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/path-through-a-village"
10039,"Mule Caravan on a Hillside","Drawing","Landscape",,,21.8,30.1,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",,,"Brown-black ink pen","Paper",,"b...hel 15...(52?)","Bottom left of middle, signed by artist, later painted over in reddish ink","Unidentifiable watermark.",,,,,,,,,,,,,"Mielke, cat. #5: P. Bruegel.",,"Berlin 1975, nr. 56",,,,,"9540|9541",,,,,,,,,"img/derivatives/simple/10039/thumbnail.jpg","img/derivatives/simple/10039/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/mule-caravan-on-a-hillside"
10040,"Mule Caravan on a Hillside (Copy) (Munich)","Drawing","Landscape",,,21.7,30.2,,"Germany","Munich","Staatlichen Graphischen Sammlungen",,,,"Public",,,"Pen, green and blue wash","Paper",,"brueghel","Bottom left of center",,"Inscribed on the rock ""BRVEGHEL 1603"" ",,,,,,,,,,,,"Mielke, cat. #5a: copy after P. Bruegel.",,,,,,,,,,,,,,,,"img/derivatives/simple/10040/thumbnail.jpg","img/derivatives/simple/10040/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/mule-caravan-on-a-hillside-copy-munich"
10041,"Mule Caravan on a Hillside (Copy) (Paris)","Drawing","Landscape",,,18.4,24.3,,"France","Paris","Fondation Custodia (Collection Frits Lugt)",,,,"Public",,,"Pen, wash","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #5b: copy after P. Bruegel.",,,,,,,,,,,,,,,,"img/derivatives/simple/10041/thumbnail.jpg","img/derivatives/simple/10041/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/mule-caravan-on-a-hillside-copy-paris"
10042,"Mountain Landscape with Ridge and Valley","Drawing","Landscape",,,20.4,29.5,,"Germany","Braunschweig","Herzog Anton Ulrich Museum (Kupferstichkabinett)",,,,"Public",,,"Brown ink pen","Paper",,,,"No watermark.",,,,,,,,,,,,,"Mielke, cat. #6: P. Bruegel.",,"Berlin 1975, nr. 31",,,,,9542,10044,,,,"There is no signature| however, Mielke claims that due to the similarities with Mielke 7 (Baumlandschaft mit aufsblick aufs meer) that it must be from the same year (1552) and from Bruegel.  Flechsig had also already attributed it to Bruegel according to the Mielke.  ",,,,"img/derivatives/simple/10042/thumbnail.jpg","img/derivatives/simple/10042/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/mountain-landscape-with-ridge-and-valley"
10043,"Pastoral Landscape","Drawing","Landscape",,,21.5,31,,"Norway","Oslo","Nasjonalgalleriet",,,,"Public",,,"Brown ink pen","Paper",,"..rueghel 1552","Bottom left, by artist, painted over later in lighter ink","Watermark: Shield (with Latin cross and letters, cf. Piccard XI, 659, 666). ",,,,,,,,,,,,,"Mielke, cat. #7: P. Bruegel.",,,,,,,"9543|9544",,,,,,,,,"img/derivatives/simple/10043/thumbnail.jpg","img/derivatives/simple/10043/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/pastoral-landscape"
10044,"Wooded Landscape with a Distant View toward the Sea","Drawing","Landscape",,,26,34.4,,,,,,"Cambridge, MA, United States, Collection of Maida and George S. Abrams",,"Private",,,"Brown ink pen; Blue Venetian paper","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #7a",,,,,,,"9545|9546|9547|9548",,,,,,,,,"img/derivatives/simple/10044/thumbnail.jpg","img/derivatives/simple/10044/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/wooded-landscape-with-a-distant-view-toward-the-sea"
10045,"Cow Pasture before a Farmhouse","Drawing","Urban, Common and Peasant Life",,,23.6,34.3,,"United States","Washington, DC","National Gallery of Art",,,,"Public",,,"Reddish brown ink pen","Paper",,,,"No watermark. Verso old inscription in brown ink ""Ticiano"".",,,,,,,,,,,,,"Mielke, cat. #8: P. Bruegel.",,"Berlin 1975, nr. 38 (Winner)",,,,,"9549|9550",,,,,"ink corrosion. ",,,,"img/derivatives/simple/10045/thumbnail.jpg","img/derivatives/simple/10045/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/cow-pasture-before-a-farmhouse"
10046,"Landscape with a Group of Trees","Drawing","Landscape",,,19.7,25.8,,,,,,"Private Collection, London",,"Private",,,"Brown ink pen","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #9: P. Bruegel.",,"Berlin 1975, nr. 39 (Winner)",,,,,9551,,,,,"Mielke says date must be quite early, before Bruegel's style is fully formed",,,,"img/derivatives/simple/10046/thumbnail.jpg","img/derivatives/simple/10046/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-a-group-of-trees"
10047,"Mountain Landscape with River and Travelers","Drawing","Landscape",,,22.8,33.8,,"England","London","British Museum",,,,"Public",,,"Red-brown ink pen, very delicate wash","Paper",,"Bruegel 1553","Bottom left, by artist",,"Verso: ""number 406"" in red chalk and ""E.N. 29, Paese di Brughel"" in pen",,,,,,,,,,,,"Regarded as convincing original by Tolnai since 1925., Mielke, cat. #10: P. Bruegel.",,"Tokyo 1995, nr. B3",,,,,"9552|9553","10035|10036","Similar mountains",,,"Work was done during trip in Italy. ",,,,"img/derivatives/simple/10047/thumbnail.jpg","img/derivatives/simple/10047/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/mountain-landscape-with-river-and-travelers"
10048,"Mountain Landscape with River and Travelers (Copy) (Paris)","Drawing","Landscape",,,23.4,35.2,,"France","Paris","Musée du Louvre",,,,"Public",,,"Pen","Paper",,1553,"Bottom left",,,,,,,,,,,,,,"Considered by all researchers as an original Bruegel until 1925 when Tolnai rightly recognized it as a copy., Mielke, cat. #10a: copy after P. Bruegel.",,,,,,,"9554|9555|9556",,,,,,,,,"img/derivatives/simple/10048/thumbnail.jpg","img/derivatives/simple/10048/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/mountain-landscape-with-river-and-travelers-copy-paris"
10049,"Landscape with Fortified City","Drawing","Landscape",,,23.6,33.5,,"England","London","British Museum",,,,"Public",,,"Dark red-brown ink pen","Paper",,"p. brueghl..1.5.5.3.","Bottom right, by artist",,,,,,,,,,,,,,"Mielke, cat. #11: P. Bruegel.",,"Berlin 1975, nr. 32, Brüssel 1980, nr. 10",,,,,9557,,,,,,,,,"img/derivatives/simple/10049/thumbnail.jpg","img/derivatives/simple/10049/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-fortified-city"
10050,"Rest on the Flight into Egypt (Berlin)","Drawing","Religious",,,20.3,28.2,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,"Reddish and dark brown ink pen","Paper",,"bruegel F","Bottom right, in gray ink",,,,,,,,,,,,,,"Mielke, cat. #12: P. Bruegel.",,"Berlin 1975, nr. 33",,,,,"9558|9559",,,,,,,,,"img/derivatives/simple/10050/thumbnail.jpg","img/derivatives/simple/10050/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/rest-on-the-flight-into-egypt-berlin"
10051,"River Landscape with Draftsman and Quarry (Copy)","Drawing","Landscape",,,22.3,34.2,,"France","Besançon","Musée des Beaux-Arts et d&#39;Archeologie de Besançon",,,,"Public",,,"Black chalk ","Paper",,"Zeichner B.  1553","Bottom left, signed by artist",,,,,,,,,,,,,,"Mielke, cat. #13: copy after P. Bruegel.",,"Paris 1965-66, nr. 52, Berlin 1975, nr. 34",,,,,"9560|9561",,,,,,,,,"img/derivatives/simple/10051/thumbnail.jpg","img/derivatives/simple/10051/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape-with-draftsman-and-quarry-copy"
10052,"Ripa Grande in Rome","Drawing","Village, Town and Cityscape",,,20.7,28.3,,,,,,"Devonshire Collection, Chatsworth House",,"Private",,,"Reddish brown ink pen and dark browin ink pen","Paper",,"bruegel","Lower left",,"Above in Bruegel's hand: ""a rypa."" ",,,,,,,,,,,,"Mielke, cat. #14: P. Bruegel.",,"Berlin 1974, nr. 26, Washington/New York 1986-87, nr. 26, Brüssel/Rom 1995, nr. 39",,,,,9562,,,,,,,,,"img/derivatives/simple/10052/thumbnail.jpg","img/derivatives/simple/10052/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/ripa-grande-in-rome"
10053,"Straits of Messina (Copy?)","Drawing","Landscape",,,,,,,,,,"Private Collection, America",,"Private",,,"Pen and ink; composed on two sheets","Paper",,"BRVEGEL","Lower right hand",,,,,,,,,,,,,,"Mielke, cat. #15: copy after (?) P. Bruegel.",,,,,,,9563,,,,,,,,,"img/derivatives/simple/10053/thumbnail.jpg","img/derivatives/simple/10053/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/straits-of-messina-copy"
10054,"Alpine Landscape","Drawing","Landscape",,,23.6,34.3,,"France","Paris","Musée du Louvre",19728,,,"Public",,,"Brown ink pen","Paper",,"1553 BRVEGHEL","Bottom center, by another hand",,,,,,,,,,,,,,"Mielke, cat. #16: P. Bruegel.",,"Berlin 1975, nr. 30, Paris 1990, nr. 104",,,,,"9564|9565|9566",,,,,,,"The Louvre","http://www.louvre.fr/en/oeuvre-notices/alpine-landscape","img/derivatives/simple/10054/thumbnail.jpg","img/derivatives/simple/10054/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/alpine-landscape"
10055,"Landscape with Saint Jerome","Drawing","Religious",,,23.2,33.6,,"United States","Washington, DC","National Gallery of Art",,,,"Public",,,"Brown ink pen; paper firmly placed","Paper","Mielke says ""paper firmly placed.""","(1)553, BRVEGHEL","Dated on left, signed on bottom",,,,,,,,,,,,,,"Mielke, cat. #17: P. Bruegel.",,"Washington 1974, nr. 39, Berlin 1975, nr. 35, Washington/New York 1986-87, nr. 27",,,,,"9567|9568|9569|9570",,,,,,,,,"img/derivatives/simple/10055/thumbnail.jpg","img/derivatives/simple/10055/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-saint-jerome"
10056,"Woodland Scene with Bears","Drawing","Landscape",,,33.8,23.2,,"England","London","British Museum",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #18: P. Bruegel.",,"Berlin 1975, nr. 41 (M. Winner: Pieter Bruegel?)",,,,,"9571|9572",,,,,"more medium detail according to Meilke: The black ink is ""partly over"" the brown (covers potrions of it but not all-""der stehende Bär am Baum"").  The later (black) ink is a lighter, more gray ink.  (should this be in medium?)",,,,"img/derivatives/simple/10056/thumbnail.jpg","img/derivatives/simple/10056/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/woodland-scene-with-bears"
10057,"Stream with an Angler","Drawing","Landscape",,,34.5,23.5,,"Belgium","Brussels","Koninklijke Biblioteek Albert I",,,,"Public",,,"Red-brown ink pen ","Paper",,"Bruegel F:1554","Bottom left, by another hand in dark brown ink","No watermark. ",,,,,,,,,,,,,"Mielke, cat. #19: P. Bruegel.",,"Berlin 1975, nr. 47",,,,,"9573|9574|9575",,,,,,,,,"img/derivatives/simple/10057/thumbnail.jpg","img/derivatives/simple/10057/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/stream-with-an-angler"
10058,"Stream with an Angler (Copy) ","Drawing","Landscape",,,34.2,24,,"France","Paris","Musée du Louvre",,,,"Public",,,"Pen","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #19a: copy after P. Bruegel.",,"Berlin 1975, nr. 48",,,,,,,,,,,,,,"img/derivatives/simple/10058/thumbnail.jpg","img/derivatives/simple/10058/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/stream-with-an-angler-copy"
10059,"Group of Trees with Goats (Copy)","Drawing","Landscape",,,34.5,22.6,,"United States","Chicago, IL","The Art Institute of Chicago",,,,"Public",,,"Dark brown ink pen","Paper",,,,"No watermark.","inscription: ""Bril"". ",,,,,,,,,,,,"Mielke, cat. #20: copy after P. Bruegel.",,"Berlin 1975, nr. 46",,,,,"9576|9577|9578",,,,,"Bottom left corner ink corossion. ""flecken"".",,,,"img/derivatives/simple/10059/thumbnail.jpg","img/derivatives/simple/10059/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/group-of-trees-with-goats-copy"
10060,"Italian Landscape, recto, Landscape with Castle, verso","Drawing","Landscape",,,33.3,46.6,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,"R: Reddish brown ink pen, V: Brown ink pen (without chalk) ","Paper",,"1554, ...ruegel","Bottom left, signed by another hand in lighter reddish brown ink","water mark: ""gekreuzte Pfeile (crossed arrows)""",,,,,,,,,,,,,"Mielke, cat. #21: P. Bruegel.",,"VERSO: Berlin 1975, nr. 40, Tokyo 1995, nr. B4",,,,,"9579|9580|9581",,,,,"RECTO: has vertical crease. ",,,,"img/derivatives/simple/10060/thumbnail.jpg","img/derivatives/simple/10060/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/italian-landscape-recto-landscape-with-castle-verso"
10061,"Landscape with Bears, recto, Estuary with City in Background, verso","Drawing","Landscape",,,27.3,41,,"Czech Republic","Prague","Narodní Galerie",,,,"Public",,,"R: Brown ink pen   V: Brown ink pen","Paper",,1554,"Bottom right","No watermark.  VERSO has a recent inscription ""Nr.61"" ? (Bruegel has a question mark after this, yet seems to accept it).",,,,,,,,,,,,,"Mielke, cat. #22: P. Bruegel.",,"VERSO: Brussels 1980, nr. 11",,,,,"9582|9583|9584",,,,,"RECTO: Paper heavily browned, broken and restored.  VERSO:  ""Papier von horizontal punktenden rotbraunen Streifen überzogen, wohl Spuren ehem"". ",,"CODART","http://www.codart.nl/news/806/","img/derivatives/simple/10061/thumbnail.jpg","img/derivatives/simple/10061/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-bears-recto-estuary-with-city-in-background-verso"
10062,"Landscape with Three Pilgrims","Drawing","Landscape",,,26,41.5,,"Belgium","Antwerp","Koninklijk Museum voor Schone Kunsten",,,,"Public",,,"Brown ink pen, revised with gray and later brown brush.","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #23: P. Bruegel.",,"Berlin 1975, nr. 37, Cologne/Antwerp/Vienna 1992-93, nr. 109.1",,,,,"9585|9586|9587|9588|9589",,,,,"Paper ""beaten"",""repairs""",,,,"img/derivatives/simple/10062/thumbnail.jpg","img/derivatives/simple/10062/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-three-pilgrims"
10063,"Large Alpine Landscape (Paris)","Drawing","Landscape",,,29,43,,"France","Paris","Musée du Louvre",20720,,,"Public",,,"Brown ink pen; paper strongly browned","Paper",,"...ueghel 1555","Bottom left",,,,,,,,,,,,,,"Mielke, cat. #24: P. Bruegel.",,,,,,,9590,10170,,,,"medium note: ""Von fremder Hand grauer Pinseleintrag"".",,"The Louvre","http://arts-graphiques.louvre.fr/detail/oeuvres/6/110953-Grand-paysage-alpestre","img/derivatives/simple/10063/thumbnail.jpg","img/derivatives/simple/10063/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/large-alpine-landscape-paris"
10066,"Solicitudo Rustica (London)","Drawing","Landscape",,,24.4,35.2,,"England","London","British Museum",,,,"Public",,,"Brown ink pen; paper browned by water damage","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #25: P. Bruegel.",,"Brussels 1980, nr. 14",,,,,"9591|9592",10173,,,,"Condition: tears in upper boarder. Backside rubbed with black chalk.",,,,"img/derivatives/simple/10066/thumbnail.jpg","img/derivatives/simple/10066/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/solicitudo-rustica-london"
10067,"Landscape with St. Jerome (Copy) ","Drawing","Religious",,,30.9,42,,"England","London","British Museum",,,,"Public",,,,"Paper",,"BRVEGEL 1566","Lower left",,,,,,,,,,,,,,"Mielke, cat. #26: copy after P. Bruegel.",,,,,,,"9593|9594|9595",,,,,,,,,"img/derivatives/simple/10067/thumbnail.jpg","img/derivatives/simple/10067/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-st-jerome-copy"
10068,"River Landscape at Basrode","Drawing","Landscape",,,24.9,42.1,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,,"Paper",,"BRVEGEL","Lower right",,"Inscribed in another hand upper middle ""Basrode"" ",,,,,,,,,,,,"Mielke, cat. #27: P. Bruegel.",,"Berlin 1975, nr. 59",,,,,"9596|9597",,,,,,,,,"img/derivatives/simple/10068/thumbnail.jpg","img/derivatives/simple/10068/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape-at-basrode"
10069,"River Landscape at Basrode (Copy)","Drawing","Landscape",,,20,31.9,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #27a: J. Brueghel copying after P. Bruegel.",,"Berlin 1975, nr. 60",,,,,"9598|9599|9600|9601|9602|9603",,,,,,,,,"img/derivatives/simple/10069/thumbnail.jpg","img/derivatives/simple/10069/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape-at-basrode-copy"
10070,"River Landscape with Village","Drawing","Landscape",,,20.2,28.6,,"France","Paris","Musée du Louvre","Collection of E. de Rothschild",,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #28: P. Bruegel.",,,,,,,9604,,,,,"Red sign on the right edge: CD",,,,"img/derivatives/simple/10070/thumbnail.jpg","img/derivatives/simple/10070/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape-with-village"
10071,"River Landscape with Angler","Drawing","Landscape",,,15,26.8,,"France","Paris","Musée du Louvre",,,,"Public",,,,"Paper",,,,,"By another hand, remains of an inscription ""...UEGHE"" and ""40""",,,,,,,,,,,,"Mielke, cat. #29: P. Bruegel.",,,,,,,9605,,,,,,,,,"img/derivatives/simple/10071/thumbnail.jpg","img/derivatives/simple/10071/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape-with-angler"
10072,"River Landscape with Angler (Copy)","Drawing","Landscape",,,20.3,33.8,,"France","Paris","Musée du Louvre",,,,"Public",,,,"Paper",,1556,"Lower right",,,,,,,,,,,,,,"Mielke, cat. #29a: J. Brueghel copying P. Bruegel.",,"Berlin 1975, nr. 61",,,,,,,,,,,,,,"img/derivatives/simple/10072/thumbnail.jpg","img/derivatives/simple/10072/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/river-landscape-with-angler-copy"
10073,"The Temptation of Saint Anthony (Oxford)","Drawing","Religious",,,21.6,32.6,,"England","Oxford","Ashmolean Museum",,,,"Public",,,,"Paper",,"Brueggel 1556","Lower left, by another hand",,,,,,,,,,,,,,"Mielke, cat. #30: P. Bruegel.",,"Berlin 1975, nr. 62",,,,,"9606|9607|9608",10128,,,,,,,,"img/derivatives/simple/10073/thumbnail.jpg","img/derivatives/simple/10073/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-temptation-of-saint-anthony-oxford"
10074,"Big Fish Eat Little Fish (Vienna)","Drawing","Proverb",,,21.6,30.7,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,"1566 brueghel","Lower right",,,,,,,,,,,,,,"Mielke, cat. #31: P. Bruegel.",,,,,,,"9609|9610",10149,,,,,,,,"img/derivatives/simple/10074/thumbnail.jpg","img/derivatives/simple/10074/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/big-fish-eat-little-fish-vienna"
10075,"The Ass at School (Berlin)","Drawing","Proverb",,,23.2,30.2,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,,"Paper",,"brueghel. 1.556","Lower left",," Inscription at bottom in another hand, ""Al reyst den esele ter scholen om leeren - Ist eenen esele. hy en sal gheen peert weder keeren"". ",,,,,,,,,,,,"Mielke, cat. #32: P. Bruegel.",,"Berlin 1975, nr. 63",,,,,"9611|9612",10150,,,,,,,,"img/derivatives/simple/10075/thumbnail.jpg","img/derivatives/simple/10075/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-ass-at-school-berlin"
10076,"Avaritia (Greed) (London)","Drawing","Allegory",,,22.8,29.8,,"England","London","British Museum",,,,"Public",,,,"Paper",,"brueghel 1556","Lower right",,"By another hand in red-brown, ""auaritia"" and an inscription below ""Eere beleeftheit schaemte noch godlyck vermaen/ En siet die scrapende gierichhyt niet aen""",,,,,,,,,,,,"Mielke, cat. #33: P. Bruegel.",,"Brussels 1980, nr. 22",,,,,"9613|9614|9615|9616|9617",10142,,,,,,,,"img/derivatives/simple/10076/thumbnail.jpg","img/derivatives/simple/10076/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/avaritia-greed-london"
10077,"Gula (Gluttony) (Paris)","Drawing","Allegory",,,23,30,,"France","Paris","Fondation Custodia (Collection Frits Lugt)",,,,"Public",,,,"Paper",,"brueghel 1557","Lower right",,"In red-brown ink by another hand, lower center, ""gula."" Inscription below: ""Schouts dronckenschap ende gulselyck eten/ want ouerdaet doet godt en hem seluen vergeten."" ",,,,,,,,,,,,"Mielke, cat. #34: P. Bruegel.",,"Brussels 1980, nr. 26",,,,,"9618|9619|9620|9621|9622",10143,,,,,,,,"img/derivatives/simple/10077/thumbnail.jpg","img/derivatives/simple/10077/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/gula-gluttony-paris"
10078,"Superbia (Pride) (Paris)","Drawing","Allegory",,,22.9,30,,"France","Paris","Fondation Custodia (Collection Frits Lugt)",,,,"Public",,,,"Paper",,"brueghel .1.5.5.7.","Lower left",,"In red-brown ink by another hand in lower center, ""Superbia."" Inscription below: ""Hoouaerdye wert van Godt bouen al gehaet/ sghelycx wert godt weder van hoouerdye versmaet.""",,,,,,,,,,,,"Mielke, cat. #35: P. Bruegel.",,"Berlin 1975, nr. 65, Brussels 1980, nr. 21, Florence/Paris 1980-81, nr. 41",,,,,"9623|9624|9625|9626|9627",10141,,,,,,,,"img/derivatives/simple/10078/thumbnail.jpg","img/derivatives/simple/10078/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/superbia-pride-paris"
10079,"Luxuria (Lust) (Brussels)","Drawing","Allegory",,,22.5,29.6,,"Belgium","Brussels","Koninklijke Biblioteek Albert I",,,,"Public",,,,"Paper",,"brueghel 1557","Lower right",,"By another hand in red-brown ink, ""luxuria."" Inscription below: ""Luxurije stinckt sy is vol onsuyerheden/ sij breeckt die crachten en sij swackt die leden.""",,,,,,,,,,,,"Mielke, cat. #36: P. Bruegel.",,"Brussles 1980, nr. 24",,,,,9628,10145,,,,,,,,"img/derivatives/simple/10079/thumbnail.jpg","img/derivatives/simple/10079/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/luxuria-lust-brussels"
10080,"Ira (Anger) (Florence)","Drawing","Allegory",,,22.9,30.1,,"Italy","Florence","Galleria degli Uffizi",,,,"Public",,,,"Paper",,"brueghel 1557","Lower left",,"By another hand in red-brown ink, ""ira."" Inscription below: ""Gramschap doet den mont swillen/ en verbittert den moet/ sy beroert den geest/ en mackt swert dat bloet.""",,,,,,,,,,,,"Mielke, cat. #37: P. Bruegel.",,"Florence 1964, nr. 18, Brussels 1980, nr. 25",,,,,9629,10139,,,,,,"The Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/383071","img/derivatives/simple/10080/thumbnail.jpg","img/derivatives/simple/10080/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/ira-anger-florence"
10081,"Invidia (Envy) (Switzerland)","Drawing","Allegory",,,22,30,,,,,,"Private Collection, Switzerland",,"Private",,,,"Paper",,"brueghel 1557","Lower left",,"By another hand in red-brown ink, ""invidia."" Inscription below: ""Een onsterffelycke doot es nyt/ en wreede beste/ Een beest die haer seluen eet/ met valschen moleste.""",,,,,,,,,,,,"Mielke, cat. #38: P. Bruegel.",,"Brussels 1980, nr. 23",,,,,"9630|9631|9632|9633|9634|9635|9636",10144,,,,,,,,"img/derivatives/simple/10081/thumbnail.jpg","img/derivatives/simple/10081/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/invidia-envy-switzerland"
