"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","bad_copy","exclude_from_browsing","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","permalink"
3487,"River Landscape with Noble Party in Boat: Allegory of Spring","Painting","Allegory","Seasons|Roundel|River|Nobles|Landscape|Elegant Company|Boat",,,,12.4,"Germany","Hannover","Niedersächsisches Landesmuseum","inv. #KM 143",,,"Public","ca. 1594",1594,"Oil","Copper",,,,,,,,,,,,"Allegories of the Seasons",,,,"Jan Brueghel the Elder","Ertz 2008-10, #525","Essen 1997, cat. #24|Ertz 2008-10, cat. #525","9963|9964",,,525,,,,0,"5848|5849|5850|5851|5852","Pietro Palmaroli, painter and restorator in Rome|August Kestner, Rome, 1819|Collection of Hermann Kestner, Hannover|Kestnermuseum, Hannover, inv. #144|Städelsches Galerie, Hannover, since 1884, inv. #KM 142","3627|3528|3048",,,,,467,,,"img/derivatives/simple/3487/thumbnail.jpg","img/derivatives/simple/3487/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-landscape-with-noble-party-in-boat-allegory-of-spring"
3488,"River Landscape with Shipyard","Painting","Village, Town and Cityscape","Church|Forest|Landing stage|River|Fishermen|Boat",,47,45.5,,"Germany","Dresden","Staatliche Kunstsammlungen Dresden, Gemäldegalerie Alte Meister","inv. #884",,,"Public",1608,1608,"Oil","Panel",,"BRUEGHEL 1608",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #128|Ertz 1979, #172","Ertz 1979, cat. #172, fig. 41|Ertz 2008-10, cat. #128","9975|9976",,172,128,,,,0,5853,"Came from Lemmers in Antwerp, 1708",,,,,,468,,,"img/derivatives/simple/3488/thumbnail.jpg","img/derivatives/simple/3488/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-landscape-with-shipyard"
3489,"River Landscape with Temple of Vesta","Painting","Landscape","Traveling|Horse|Bridge|Temple|River|Burghers",,,,21,"France","Paris","Musée du Louvre","inv. #1099",,,"Public",,,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #116|Ertz 1979, #225","Ertz 1979, cat. #225, fig. 202|Ertz 2008-10, cat. #116","9977|9978",,225,116,,,,0,"5854|5855","From the collection of the Dutch Stadhouder Willem V, The Hague, Buitenhof, 1795|Stolen in 1815",,,,,,469,"Musée du Louvre","http://cartelen.louvre.fr/cartelen/visite","img/derivatives/simple/3489/thumbnail.jpg","img/derivatives/simple/3489/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-landscape-with-temple-of-vesta"
3490,"River Landscape with Travelers on a Road","Painting","Landscape","Traveling|Forest|River|Valley|Boat|Road",,33,47.5,,"Switzerland","Basel","Kunstmuseum","inv. #1089",,,"Public","ca. 1602",1602,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #13 as Jan and studio","Winckelmann-Rhein 1968, fig. 20|Ertz 1979, with cat. #84 as a copy|Essen 1997, p. 157|Silver 2006, p. 204, fig. 9.15|Ertz 2008-10, cat. #13","9979|9980|9981|9982|9983","Essen/Vienna 1997-98, cat. #33",,13,,,,0,5856,"Bachofen-Burckhart Foundation, Basel, 1920",3491,,,,,470,,,"img/derivatives/simple/3490/thumbnail.jpg","img/derivatives/simple/3490/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-landscape-with-travelers-on-a-road"
3491,"River Landscape with Travelers on a Road (Munich)","Painting","Landscape","Traveling|River|Valley|Boat|Road",,33.3,45.8,,"Germany","Munich","Alte Pinakothek","inv. #829",,,"Public",1602,1602,"Oil","Copper",,"BRUEGHEL 1602",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #12|Ertz 1979, #84","Ertz 1979, cat. #84, Fig. 16",9984,,84,12,,,,0,5857,"From Kurfurstlichen Galerie, Munich",3490,,,613,,471,,,"img/derivatives/simple/3491/thumbnail.jpg","img/derivatives/simple/3491/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-landscape-with-travelers-on-a-road-munich"
3492,"River Landscape with Village Landing Stage","Painting","Village, Town and Cityscape","Birds|Dog|Fish|Horse|House|Landing stage|River|Fishermen|Merchants|Boat|Wagon",,27.7,40,,,,,,"Switzerland, Private Collection",,"Private","ca. 1606",1606,"Oil","Panel",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #123|Ertz 1979, #141 as uncertain, possibly studio","Ertz 1979, Cat. 141, Fig. 212",9985,,141,123,,,,0,"5858|5859","Gallery of David H. Koetser, Geneva, before 1965|Koetser Gallery, London, Spring of 1965, #12","3495|3845|3485",,,,,472,,,"img/derivatives/simple/3492/thumbnail.jpg","img/derivatives/simple/3492/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-landscape-with-village-landing-stage"
3493,"River through a Town","Drawing","Village, Town and Cityscape","Birds|Dog|Village|Windmill|River|Fishermen|Boat",,12.7,19.7,,"France","Paris","Musée du Louvre","INV 19744",,,"Public",,,"Pen and brown and blue ink, brown and blue wash","Paper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #PARI.ML.5","Lugt 1949, nr. 478|Essen/Vienna 1997-98, p. 36, fig. 6","9987|9988",,,,"PARI.ML.5",,,0,7092,"Paris, Musée Napoléon",,,,,,,"Musée du Louvre","http://arts-graphiques.louvre.fr/detail/oeuvres/1/109886-Riviere-traversant-une-ville","img/derivatives/simple/3493/thumbnail.jpg","img/derivatives/simple/3493/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-through-a-town"
3494,"River with Landing Stage","Painting","Village, Town and Cityscape","Dog|House|Landing stage|River|Burghers|Boat",,24.9,36.6,,"France","Nantes","Musée des Beaux-Arts","inv. #385",,,"Public","ca. 1605",1605,"Oil","Copper",,"BRUEGHEL 16..",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #113|Ertz 1979, #120","Ertz 1979, Cat. 120, Fig. 219",9990,,120,113,,,,0,"7335|5861|7336|5862","Sold as a faux pendant by Louis Alvarez to King Louis XIV in 1682|Royal Collection in château de Chaville; Inventory 1709 of Nicolas Bailly (mentioned as being in Chaville, France)|Moved to the Royal Collection in Versailles in 1784|Came to the Foundation of State Museums in 1804",9604,,,,,473,,,"img/derivatives/simple/3494/thumbnail.jpg","img/derivatives/simple/3494/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-with-landing-stage"
3495,"River with Landing Stage by Village: Sorting Catch of Fish","Painting","Village, Town and Cityscape","Birds|Fish|Horse|Church|House|Landing stage|River|Fishermen|Merchants|Boat|Wagon",,30.5,40,,,,,,"Germany, Private Collection",,"Private","ca. 1606",1606,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #122|Ertz 1979, #142 as Jan and studio","Ertz 1979, cat. #142, no figure number|Ertz 2008-10, cat. #122","9991|9992",,142,122,,,,0,"5863|5864|5865|5866|5867","Hopton Collection, Canon Frome Court, Herefordshire|Sotheby's, London, July 15, 1953, #7|Sotheby's, London, December 10, 1975, #63|Richard Green Gallery, Biennale Paris, London, 1976|Collection of Isidore Ostrer, before 1979","3492|3845|3485",,,,,474,,,"img/derivatives/simple/3495/thumbnail.jpg","img/derivatives/simple/3495/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-with-landing-stage-by-village-sorting-catch-of-fish"
3497,"River with Wooded Banks Crossed by a Footbridge","Drawing","Landscape","Horse|Bridge|River|Boat",,16.2,10.5,,"France","Paris","Musée du Louvre","INV 19746",,,"Public",,,"Pen and brown and blue ink, brown and indigo wash","Paper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #PARI.ML.7","Paris 1820, nr. 427|Paris 1838, nr. 732|Reiset 1866, nr. 481|Lugt 1949, nr. 480","9996|9997|9998|9999","Paris (Louvre) 1952, ""Dessins flamands du XVIIe siècle: IIe exposition du Cabinet des dessins"" (no cat)",,,"PARI.ML.7",,,0,7094,"Paris, Musée Napoléon",,,,,,475,"Musée du Louvre","http://arts-graphiques.louvre.fr/detail/oeuvres/1/109888-Riviere-bordee-de-rives-boisees-traversee-par-une-passerelle-en-bois","img/derivatives/simple/3497/thumbnail.jpg","img/derivatives/simple/3497/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-with-wooded-banks-crossed-by-a-footbridge"
3498,"Riverside Village with Landing Stage","Painting","Village, Town and Cityscape","Birds|Church|House|Landing stage|River|Burghers|Boat",,20.4,27.6,,,,,,"Switzerland, Private Collection",,"Private","ca. 1610",1610,"Oil","Copper",,"BRUEGHEL 16(09?)",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #106","Ertz 2008-10, cat. #106",10005,,,106,,,,0,"5872|5873|5874","Collection of Mathias Egidius von Schilcher, Dietramszell/Bayer, 1807-1808|Sotheby's, London, December 13, 2001, #33 (as Jan II, signed 1611)|Johnny Van Haeften Ltd., London, 2002",,,,"614|615|616",,476,,,"img/derivatives/simple/3498/thumbnail.jpg","img/derivatives/simple/3498/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/riverside-village-with-landing-stage"
3499,"Road Along a Hilltop","Painting","Landscape","Traveling|Dog|Horse|Valley|Road|Wagon",,29,42,,,,,,"Ignazio Vok",,"Private","ca. 1605",1605,"Oil","Copper",,"BRUEGHEL 160(5)",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #35|Ertz 1979, #114","Ertz 1979, cat. #114, fig. 292|Ertz 2008-10, cat. #35","10006|10007",,114,35,,,,0,"5875|5876|5877|5878|5879","Bauwens Collection, Brussels, 1979|Private collection, Belgium, 1979|Gallery Bernheimer, Munich, 1990|Private collection, Italy, 1990|Christie's, London, July 5, 2007, #68","3500|3669",,,,,477,,,"img/derivatives/simple/3499/thumbnail.jpg","img/derivatives/simple/3499/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-along-a-hilltop"
3500,"Road Along a Hilltop (Munich)","Painting","Landscape","Traveling|Animals|Panorama|Cart|Road",,44,62,,"Germany","Munich","Alte Pinakothek","inv. #830",,,"Public",1608,1608,"Oil","Panel",,"BRVEGHEL.1608",,,,,,,,,,,,,,"Uncertain, possibly produced in Jan Brueghel's Studio","Ertz 1979 as Jan Brueghel the Younger|Munich 2013 as studio of Jan the Elder","Thiéry 1953, p. 176|Gerson 1966, p. 60|Ertz 1979, p. 164, n.147|Ertz 1984, cat. #15, pp. 60, 196ff.","10008|10009|10010|10011","Cappenberg 1952, cat. #5|Munich 2013, cat. #50",,,,,,0,"5880|5881|5882|5883","Munich 1799 inv. #465 as Jan Brueghel|Munich 1822, #2010|Schleissheim 1830, inv. #805|Munich 1905, inv. #652",3499,,,,,478,,,"img/derivatives/simple/3500/thumbnail.jpg","img/derivatives/simple/3500/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-along-a-hilltop-munich"
3502,"Road at the Edge of a Forest, with the Flight into Egypt (St. Petersburg)","Painting","Religious","Traveling|Forest|Burghers|Christ|Holy family|New Testament|Virgin Mary|Road",,25,36,,"Russia","St. Petersburg","The Hermitage","inv. #429",,,"Public",1610,1610,"Oil","Copper",,"BRUEGHEL 1610",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #235","Ertz 1979, p.232|Ertz 2008-10, cat. #235|Dutch & Flemish Paintings in the Hermitage #35","10015|10016",,,235,,,,0,"5891|5892","Acquired by the Hermitage from Crozat collection, Paris, 1772",3503,,,,,479,"Hermitage Museum","http://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/48125/","img/derivatives/simple/3502/thumbnail.jpg","img/derivatives/simple/3502/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-at-the-edge-of-a-forest-with-the-flight-into-egypt-st-petersburg"
3503,"Road at the Edge of a Forest with the Flight into Egypt","Painting","Religious","Forest|Panorama|River|Biblical|New Testament|Virgin Mary|History|Landscape",,26,35,,,,,,"Belgium, Private Collection",,"Private","ca. 1610",1610,"Oil",,,,,"Mark of Peeter Stas",,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #235a as Jan and studio","Ertz 2008-10, cat. #235a",10014,,,235,,,,0,"5893|5894|5895","Auction of Marquis de Courtebourne collection, March 30, 1880|Auction of A. Pinson collection, Brussels, Palais des Beaux-Arts, June 22, 1946, #55 (as 'Jan I')",3502,,,,,480,,,"img/derivatives/simple/3503/thumbnail.jpg","img/derivatives/simple/3503/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-at-the-edge-of-a-forest-with-the-flight-into-egypt"
3504,"Road by Windmills","Painting","Landscape","Horse|Windmill|Road|Wagon",,17,22.5,,"Germany","Schwerin","Staatliches Museum","inv. #G 23",,,"Public","ca. 1608",1608,"Oil","Panel",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #161|Ertz 1979, #162 as Jan and studio","Ertz 1979, cat. #162, fig. 179|Essen 1997, cat. #65|Ertz 2008-10, cat. #161","10017|10018|10019",,162,161,,,,0,5896,"Acquired between 1725 and 1792",3765,,,,,481,,,"img/derivatives/simple/3504/thumbnail.jpg","img/derivatives/simple/3504/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-by-windmills"
3505,"Road on a Wooded Hillside with Travelers","Painting","Landscape","Traveling|Cattle|Horse|Forest|Valley|Road|Wagon",,52,72,,,,,,"Private Collection",,"Private",1610,1610,"Oil",,,"BRUEGHEL 1610",,"Mark of Peeter Stas and stamp of the Antwerp St. Luke's Guild on reverse",,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #39","Sutton 1993, p. 463-464, cat. #83|Ertz 2008-10, cat. #39","10020|10021","Boston 1993, cat #83",,39,,,,0,"5897|5898|5899|10414","Private collection, Genoa, 1985|Sotheby's, New York,  June 1, 1990, #20|Newhouse Gallery, New York","3670|3507|3063",,,,,482,,,"img/derivatives/simple/3505/thumbnail.jpg","img/derivatives/simple/3505/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-on-a-wooded-hillside-with-travelers"
3506,"Road through a Wood","Painting","Landscape","Traveling|Dog|Horse|Forest|Road|Wagon",,25.4,35.8,,"Germany","Munich","Alte Pinakothek","inv. #1880",,,"Public",1605,1605,"Oil","Copper",,"BRUEGHEL 1605",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #62|Ertz 1979, #112","Ertz 1979, cat. #112, Fig. 14|Munich 2013, p. 260","10022|10023","Munich 2013, cat. #47",112,62,,,,0,5900,"From the Mannheim Gallery",3214,,,"617|618",,483,,,"img/derivatives/simple/3506/thumbnail.jpg","img/derivatives/simple/3506/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-through-a-wood"
3507,"Road through a Woodland Village","Painting","Village, Town and Cityscape","Traveling|Cattle|Dog|Horse|Swine|House|Forest|Stream|Peasants|Road|Wagon",,26.6,39.8,,"Switzerland","Zürich","Kunsthaus","Betty and David M. Koetser Foundation",,,"Public",1611,1611,"Oil","Copper",,"BRUEGHEL 1611",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #54|Ertz 1979, #232","Ertz 1979, cat. #232, fig. 165|Ertz 2008-10, cat. #54","10024|10025",,232,54,,,,0,"5901|5902|5903|5904|5905|5906","Morris Collection, London, before 1961|Sotheby's, London, November 11, 1961, #46|Gallery L. Koetser, London, 1962, #14|Mrs. E.M. Caillard, before 1968|Gallery L. Koetser, London, May/June 1975, #4|David M. Koetser, Zurich, 1979","3785|3508|3509|3505|9616",,,,,484,,,"img/derivatives/simple/3507/thumbnail.jpg","img/derivatives/simple/3507/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-through-a-woodland-village"
3508,"Road through a Woodland Village (London)","Painting","Village, Town and Cityscape","Traveling|Cattle|Horse|Stream|Burghers|Road|Wagon",,23,36,,"England","London","Wellington Museum, Apsley House","inv. #1639-1948",,,"Public","ca. 1611",1611,"Oil","Panel",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #55|Ertz 1979, #241 as Jan and studio","Ertz 1979, cat. #241, fig. 167|Ertz 2008-10, cat. #55","10026|10027",,241,55,,,,0,"5907|5908","Royal Collection, Madrid|Taken at the Battle of Vitoria, June 1813","3785|3507|3509|9616",,,,,,,,"img/derivatives/simple/3508/thumbnail.jpg","img/derivatives/simple/3508/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-through-a-woodland-village-london"
3509,"Road through a Woodland Village (St. Petersburg)","Painting","Village, Town and Cityscape","Traveling|Cattle|Horse|House|Forest|Stream|Burghers|Road|Wagon",,22,32,,"Russia","St. Petersburg","The Hermitage","inv. #428",,,"Public","ca. 1611",1611,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #56|Ertz 1979, #242","Ertz 1979, cat. #242, fig. 168|Ertz 2008-10, cat. #56","10028|10029",,242,56,,,,0,5909,"Collection of Count von Bruhl, Dresden, 1769","3785|3507|3508|9616",,,,,485,"Hermitage Museum","http://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/48127/","img/derivatives/simple/3509/thumbnail.jpg","img/derivatives/simple/3509/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-through-a-woodland-village-st-petersburg"
3510,"Road through the Countryside with Travelers","Painting","Landscape","Traveling|Dog|Horse|Stream|Cart|Road",,22.2,31.8,,"England","London","Guildhall Art Gallery, Collection of the City of London",,,,"Public","ca. 1612",1612,"Oil","Copper",,"BRUEGHEL",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #44|Ertz 1979, #260 as uncertain, possibly studio","Ertz 1979, cat. #260, fig. 304|Sutton 1992, cat. #9 as Jan the Elder|Ertz 2008-10, cat. #44","10030|10031|10032","London 1988, cat. #10 as Jan the Younger",260,44,,,,0,"5910|5911","Major Hugh Rose|Speelman Ltd., London","3053|3873",,,,,486,,,"img/derivatives/simple/3510/thumbnail.jpg","img/derivatives/simple/3510/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-through-the-countryside-with-travelers"
3511,"Road to Market","Painting","Landscape","Traveling|Horse|Valley|Road|Wagon",,18.1,25.8,,,,,,"France, Private Collection",,"Private",1603,1603,"Oil","Copper",,"BRUEGHEL 1603",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #26","Ertz 2008-10, cat. #26|Ertz 1979, cat. #26, pp. 130","10033|10034",,,26,,,,0,"5912|5913","Ader Picard Tajan Auction, Paris, June 24, 1985, #10|Galerie d'Art St. Honoré, Paris, 1986, cat. #7",3512,,,,,487,,,"img/derivatives/simple/3511/thumbnail.jpg","img/derivatives/simple/3511/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-to-market"
3512,"Road to Market (Paris)","Painting","Landscape","Traveling|Horse|Road|Wagon",,18.2,26,,,,,,"Private Collection","Paris, Galerie de Jonckheere, Spring of 1993, #17","Private","ca. 1604",1604,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #27","Winkelmann- Rhein 1968, pp.57|Currie & Allart 2012, pp. 269","10035|10036",,,27,,,,0,"5914|5915","Sotheby's, Monaco, June 17, 1988, #856|Gallery Bailly, Paris, 1991",3511,,,,,488,,,"img/derivatives/simple/3512/thumbnail.jpg","img/derivatives/simple/3512/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-to-market-paris"
3513,"Road with Travelers","Painting","Landscape","Traveling|Dog|Horse|House|Road|Wagon",,25,38,,,,,,"Hilversum, Brenninkmeyer Collection",,"Private",1612,1612,"Oil","Copper",,"BRUEGHEL 1612",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #22|Ertz 1979, #261","Ertz 1979, cat. #261, no figure number|Ertz 2008-10, cat. #22, p.111","10037|10038",,261,22,,,,0,"5916|5917|5918","Bayerische Staatsgemaldesammlungen, Munich, before 1937; inv. #836|Sold to E. Pletzsch, 1937|Galerie de Boer, Amsterdam, after 1937",3668,,,,,489,,,"img/derivatives/simple/3513/thumbnail.jpg","img/derivatives/simple/3513/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-with-travelers"
3514,"Road with Travelers (London)","Painting","Landscape","Traveling|Horse|Road|Wagon",,10.4,16.5,,,,,,"Private Collection","London, Christie's, April 22, 1988, #74","Private",1610,1610,"Oil","Copper",,"BRUEGHEL 1610",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #23",,,,,23,,,,,"5919|5920","Private Collection, Massachusetts, before 1981|Christie's, New York, June 12, 1981, #129",3272,,,,,490,,,"img/derivatives/simple/3514/thumbnail.jpg","img/derivatives/simple/3514/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-with-travelers-london"
3515,"Road with a Ford in a Wood","Painting","Landscape","Traveling|Animals|Horse|Forest|Cart|Road",,33.7,48.3,,,,,,"England, Private Collection",,"Private","ca. 1608",1608,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder",,,,"Boston/Toledo, cat. #82",,,,,,,,,,,,,,491,,,"img/derivatives/simple/3515/thumbnail.jpg","img/derivatives/simple/3515/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-with-a-ford-in-a-wood"
3516,"Roadside Chapel on a Hill","Painting","Landscape","Traveling|Cattle|Horse|Road|Wagon",,9.5,13,,,,,,"Germany, Private Collection",,"Private","ca. 1607",1607,"Oil","Copper",,"BRUEGHEL",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #32|Ertz 1979, #223","Ertz 1979, cat. #223, fig. 150|Ertz 2008-10, cat. 32","10045|10046",,223,32,,,,0,"5921|5922","Speelman Ltd., London, 1978|David M. Koetser, Zurich, 1979","3741|3055",,,,,492,,,"img/derivatives/simple/3516/thumbnail.jpg","img/derivatives/simple/3516/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/roadside-chapel-on-a-hill"
3517,"Roadway by a Stream","Painting","Village, Town and Cityscape","Traveling|Birds|Cattle|Swine|Bridge|House|Stream|Boat|Road|Wagon",,18.5,25.5,,"Germany","Munich","Bayerische Staatsgemäldesammlungen","Staatsgalerie Neuburg an der Donau, inv. #2808",,,"Public","ca. 1615",1615,"Oil","Copper",,"BRUEGHEL",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #148|Ertz 1979, #290","Ertz 1979, cat. #290, fig. 210|Ertz 2008-10, cat. #148","10047|10048",,290,148,,,,0,"5923|5924|5925","From the Electorial Gallery Munich, 1775 in Schleißheim, Munich Inventory 1799, #218|Bayerischen Staatsgemäldesammlungen, inv. #2808, Schleißheim, 1979","3010|3437",,,"619|620",,493,,,"img/derivatives/simple/3517/thumbnail.jpg","img/derivatives/simple/3517/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/roadway-by-a-stream"
3518,"Rocky Coastal Inlet with Battle Ship","Painting","Landscape","Birds|Coast|Rocks|Fishermen|Merchants|Boat",,15,19.4,,,,,,"Germany, Private Collection",,"Private","ca. 1592",1592,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #100|Ertz 1979, #1","Lugt 1949, cat. 473|Winner 1961, p. 202|Ertz 1979, cat. #1, fig. 85, pp. 92, 93, 108, 176, 189|Gerszi 1982, pp. 153-55, fig. 10|Russell, M. in ''Burlington Magazine'', 1992, pp. 175-179, fig. 28 (as 'C. Liefrinck II)|Ertz 2008-10, cat. #100 |Ruby in Munich 2013, p. 37","10050|10051|10052|10053|10054|10055|10056","Brussels 1980, cat. #106|Cremona 1998, cat. #34",1,100,,,,0,"5926|5927|5928","Collection of G. Atmer, Stockholm, 1964 (as 'Jan Brueghel')|Christie's, London, March 25, 1977, #60 (as 'Paulus Bril')|Brod Gallery, London, #5 (as Paul Bril), 1977",3545,,,683,,"494|495",,,"img/derivatives/simple/3518/thumbnail.jpg","img/derivatives/simple/3518/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/rocky-coastal-inlet-with-battle-ship"
3519,"Rocky Coastal Landscape with Fishmongers","Painting","Landscape","Coast|Harbor|Mountain|Fishermen|Boat",,15.5,18,,,,,,"France, Private Collection, 2010",,"Private",1600,1600,"Oil","Panel",,,,,,,,,,,,,,,,"Produced Outside Jan Brueghel's Studio","Ertz 2008-10, Add. 10","Ertz 2008-10, cat. #Add. 10, pp. 1642-43",10057,,,,,,,0,"5929|5930|5931|5932","Cassans Collection|Rufford New Hall, Lancashire, Sir Thomas Fermor-Hesketh (1881-1944)|Frederick, 2nd Baron Hesketh, Easton Neston, Northampshire, by inheritance |London, sold Sotheby's, December 3 2008, lot #8 for 139,250 pounds",,,,,,496,,,"img/derivatives/simple/3519/thumbnail.jpg","img/derivatives/simple/3519/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/rocky-coastal-landscape-with-fishmongers"
3520,"Rocky Landscape","Painting","Landscape","Bridge|Forest|Stream",,,,17,"Denmark","Copenhagen","Statens Museum for Kunst","Sp. 214",,,"Public","ca. 1600",1600,"Oil","Panel",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #90|Ertz 1979, #69 as uncertain, possibly studio","Ertz 1979, cat. #69, no figure number|Ertz 2008-10, cat. #90","10058|10059","B. de Seus van den Heuvel, Arnhem, 1960/1, #8|Singer Museum, Laren, 1963, cat. #47|Roelant Savery, Cologne/ Utrecht, 1985/86, #76",69,90,,,,0,"5933|5934|5935|5936|7981","Helbing, Frankfurt, December 6-7, 1932|Gallery Pieter de Boer, Amsterdam, 1933|Sotheby's, Amsterdam, April 26-27, 1976|Collection van den Heuvel, Nieuwersluis, before 1979|Private Collection, Netherlands, 1979",,,,,,497,,,"img/derivatives/simple/3520/thumbnail.jpg","img/derivatives/simple/3520/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/rocky-landscape"
3524,"Rocky Landscape with Hermit","Painting","Landscape","Mountain|Valley|Hermits",,8.5,12.5,,,,,,"Private Collection","Cologne, Lempertz, 17 May 2014, lot #1123","Private",,,"Oil","Copper",,"Brueghel (added later, not of the artist's hand)",,,,,,,,,,,,,,"Produced Outside Jan Brueghel's Studio","Ertz as Jan Brueghel the Elder (2012)",,,,,,,,,,5951,"Swiss private collection",,,,,,,,,"img/derivatives/simple/3524/thumbnail.jpg","img/derivatives/simple/3524/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/rocky-landscape-with-hermit"
